Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume (ml),Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
43137,FLAVORED RUM,BACARDI LIMON,035,BACARDI USA INC,1000,12,1,0,70,03/01/1996,80480355302,,9.50,114.00,14.25,01/01/2026
43138,FLAVORED RUM,BACARDI LIMON,035,BACARDI USA INC,1750,6,1,0,70,06/01/1996,80480355203,,14.99,89.94,22.49,01/01/2026
43145,FLAVORED RUM,BACARDI PINEAPPLE FUSION,035,BACARDI USA INC,750,12,1,0,70,04/01/2013,80480003838,,8.99,107.88,13.49,01/01/2026
43205,SPICED RUM,BACARDI SPICED RUM,035,BACARDI USA INC,750,12,1,0,70,08/01/2011,80480001520,,8.00,96.00,12.00,01/01/2026
43207,SPICED RUM,BACARDI SPICED RUM PET,035,BACARDI USA INC,1750,6,1,0,70,07/01/2020,80480001506,,14.99,89.94,22.49,01/01/2026
43208,SPICED RUM,BACARDI SPICED RUM,035,BACARDI USA INC,1750,6,1,0,70,07/01/2020,80480001506,,14.99,89.94,22.49,01/01/2026
43232,FLAVORED RUM,PARROT BAY KEY LIME,421,SAZERAC COMPANY  INC,750,12,1,0,42,01/01/2022,88004040055,,6.50,78.00,9.75,01/01/2026
43237,FLAVORED RUM,PARROT BAY STRAWBERRY,421,SAZERAC COMPANY  INC,750,12,1,0,42,09/01/2021,88004040031,,6.50,78.00,9.75,01/01/2026
43244,SPICED RUM,CAPTAIN MORGAN 100PRF SPICED RUM,260,DIAGEO AMERICAS,750,12,1,0,100,11/01/2008,82000741985,,10.99,131.88,16.49,01/01/2026
43282,FLAVORED RUM,PARROT BAY PINEAPPLE,421,SAZERAC COMPANY  INC,750,12,1,0,42,09/01/2021,88004040017,,6.50,78.00,9.75,01/01/2026
43285,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED PET,260,DIAGEO AMERICAS,750,12,1,0,70,02/01/1996,87000001930,,9.49,113.88,14.24,01/01/2026
43287,FLAVORED RUM,PARROT BAY MANGO,421,SAZERAC COMPANY  INC,750,12,1,0,42,09/01/2021,88004040048,,6.50,78.00,9.75,01/01/2026
43296,WHITE RUM,CAPTAIN MORGAN SILVER SPICED,260,DIAGEO AMERICAS,750,12,1,0,70,03/01/1996,87000003323,,9.00,108.00,13.50,01/01/2026
43299,FLAVORED RUM,CAPTAIN MORGAN COCONUT,260,DIAGEO AMERICAS,750,12,1,0,70,02/01/2015,82000004882,,8.26,99.12,12.39,01/01/2026
43302,SPICED RUM,CAPTAIN MORGAN BLACK SPICED,260,DIAGEO AMERICAS,750,12,1,0,94,03/01/2012,82000757900,,10.00,120.00,15.00,01/01/2026
43316,SPICED RUM,CAPTAIN MORGAN PRIVATE STOCK,260,DIAGEO AMERICAS,750,12,1,0,80,02/01/1997,87000201781,,12.49,149.88,18.74,01/01/2026
43318,SPICED RUM,CAPTAIN MORGAN PRIVATE STOCK,260,DIAGEO AMERICAS,1750,6,1,0,80,10/01/2013,87000202443,,19.99,119.94,29.99,01/01/2026
43319,FLAVORED RUM,PARROT BAY COCONUT PET,421,SAZERAC COMPANY  INC,750,12,1,0,42,03/01/2018,88004036577,,7.50,90.00,11.25,01/01/2026
43323,WHITE RUM,CAPTAIN MORGAN WHITE PET,260,DIAGEO AMERICAS,1750,6,1,0,80,03/01/2015,82000772897,,15.00,90.00,22.50,01/01/2026
43328,WHITE RUM,CAPTAIN MORGAN WHITE,260,DIAGEO AMERICAS,750,12,1,0,80,01/01/2014,82000766827,,8.26,99.12,12.39,01/01/2026
43331,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED MINI,260,DIAGEO AMERICAS,50,12,10,0,70,06/01/1995,87000506336,,4.80,57.60,7.20,01/01/2026
43333,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED PET,260,DIAGEO AMERICAS,200,48,1,0,70,06/01/2006,87000002739,,3.24,155.52,4.86,01/01/2026
43334,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,260,DIAGEO AMERICAS,375,24,1,0,70,04/01/1991,87000002777,,5.24,125.76,7.86,01/01/2026
43336,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,260,DIAGEO AMERICAS,750,12,1,0,70,11/01/1983,87000002715,,9.49,113.88,14.24,01/01/2026
43337,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,260,DIAGEO AMERICAS,1000,12,1,0,70,10/01/1990,87000002708,,12.99,155.88,19.49,01/01/2026
43338,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,260,DIAGEO AMERICAS,1750,6,1,0,70,04/01/2024,87000201156,,18.49,110.94,27.74,01/01/2026
43352,FLAVORED RUM,CAPTAIN MORGAN PINEAPPLE,260,DIAGEO AMERICAS,750,12,1,0,70,02/01/2015,82000004929,,8.26,99.12,12.39,01/01/2026
43371,GOLD RUM,APPLETON SIGNATURE BLEND DISCO,619,CAMPARI AMERICA,750,12,1,0,80,05/01/2015,721059001502,,11.00,132.00,16.50,01/01/2026
43387,WHITE RUM,CASTILLO SILVER RUM,035,BACARDI USA INC,1000,12,1,0,80,08/01/1988,80480065300,,5.25,63.00,7.88,01/01/2026
43388,WHITE RUM,CASTILLO SILVER RUM,035,BACARDI USA INC,1750,6,1,0,80,08/01/1977,80480065201,,10.00,60.00,15.00,01/01/2026
43100,TEMPORARY & SPECIALTY PACKAGES,BACARDI MANGO FUSION,035,BACARDI USA INC,1750,6,1,0,70,05/01/2020,80480004811,,15.00,90.00,22.50,01/01/2026
43409,FLAVORED RUM,PARROT BAY COCONUT,421,SAZERAC COMPANY  INC,1000,12,1,0,42,02/01/1998,87000202207,,9.50,114.00,14.25,01/01/2026
43410,FLAVORED RUM,PARROT BAY COCONUT,421,SAZERAC COMPANY  INC,750,12,1,0,42,01/01/2022,88004039998,,6.50,78.00,9.75,01/01/2026
43426,WHITE RUM,DON Q CRISTAL,451,SERRALLES USA,750,12,1,0,80,08/01/2010,82301750020,,8.76,105.12,13.14,01/01/2026
4350,SINGLE MALT SCOTCH,BALVENIE 12YR AMERICAN OAK,240,WILLIAM GRANT & SONS INC,750,6,1,0,86,10/01/2022,83664874132,10083664874139,42.50,255.00,63.75,01/01/2026
43501,FLAVORED RUM,BACARDI RASPBERRY,035,BACARDI USA INC,750,12,1,0,70,04/01/2016,80480006761,,8.99,107.88,13.49,01/01/2026
434,TEMPORARY & SPECIALTY PACKAGES,JIM BEAM W/2 GLASSES,065,JIM BEAM BRANDS,750,6,1,4,80,11/01/2020,80686027027,,10.50,63.00,15.75,01/01/2026
43507,WHITE RUM,HAVANA CLUB ANEJO BLANCO,035,BACARDI USA INC,750,12,1,0,80,10/01/2016,80480006891,,10.50,126.00,15.75,01/01/2026
43519,GOLD RUM,HAVANA CLUB ANEJO CLASICO,035,BACARDI USA INC,750,12,1,0,80,10/01/2016,80480006914,,11.50,138.00,17.25,01/01/2026
43533,GOLD RUM,PLANTERAY RUM OFTD,785,MAISON FERRAND USA / COGNAC FERRAND USA INC,1000,6,1,0,138,04/01/2025,695521152187,10083664874139,18.25,109.50,27.38,01/01/2026
43503,TEMPORARY & SPECIALTY PACKAGES,BACARDI RASPBERRY,035,BACARDI USA INC,1750,6,1,0,70,05/01/2020,80480006747,,15.00,90.00,22.50,01/01/2026
4356,SINGLE MALT SCOTCH,BALVENIE 12YR DOUBLEWOOD,240,WILLIAM GRANT & SONS INC,750,12,1,0,86,05/01/1995,83664112210,,40.00,480.00,60.00,01/01/2026
4357,SINGLE MALT SCOTCH,BALVENIE 17YR DOUBLEWOOD,240,WILLIAM GRANT & SONS INC,750,6,1,17,86,06/01/2014,83664873005,,83.00,498.00,124.50,01/01/2026
43539,TEMPORARY & SPECIALTY PACKAGES,MALIBU USA,370,PERNOD RICARD USA,1750,6,1,0,42,04/01/2022,89540496054,,19.49,116.94,29.24,01/01/2026
43596,FLAVORED RUM,BACARDI BANANA,035,BACARDI USA INC,750,12,1,0,70,04/01/2017,80480007171,,8.25,99.00,12.38,01/01/2026
43615,FLAVORED RUM,MALIBU LIME,370,PERNOD RICARD USA,750,12,1,0,42,01/01/2018,89540540047,,8.99,107.88,13.49,01/01/2026
4358,TEMPORARY & SPECIALTY PACKAGES,BALVENIE 21YR SINGLE BARREL,240,WILLIAM GRANT & SONS INC,750,3,1,21,96,09/01/2022,83664874620,10083664874139,162.54,487.62,243.81,01/01/2026
43621,AGED DARK RUM,MYERS'S ORIGINAL DARK RUM PET,421,SAZERAC COMPANY  INC,750,12,1,0,80,02/01/2018,87000007130,,10.50,126.00,15.75,01/01/2026
43618,IOWA SPIRITS MANUFACTURERS,BACARDI ANEJO CUATRO,035,BACARDI USA INC,750,12,1,4,80,05/01/2018,80480983383,,9.99,119.88,14.99,01/01/2026
43624,TEMPORARY & SPECIALTY PACKAGES,SANTA TERESA 1796 SOLERA,035,BACARDI USA INC,750,6,1,0,80,08/01/2024,850018114028,10083664874139,19.99,119.94,29.99,01/01/2026
43633,IOWA SPIRITS MANUFACTURERS,BACARDI GRAN RESERVA DIEZ,035,BACARDI USA INC,750,6,1,10,80,05/01/2018,80480983406,,19.99,119.94,29.99,01/01/2026
43636,TEMPORARY & SPECIALTY PACKAGES,DIPLOMATICO MANTUANO,085,BROWN FORMAN CORP.,750,6,1,0,80,04/01/2020,83664873005,,13.50,81.00,20.25,01/01/2026
43638,WHITE RUM,DIPLOMATICO PLANAS,085,BROWN FORMAN CORP.,750,6,1,0,94,10/01/2022,594003626898,10083664874139,13.50,81.00,20.25,01/01/2026
43644,FLAVORED RUM,PARROT BAY KEY LIME PET,421,SAZERAC COMPANY  INC,750,12,1,0,42,03/01/2018,88004037031,,7.50,90.00,11.25,01/01/2026
43648,FLAVORED RUM,PARROT BAY STRAWBERRY PET,421,SAZERAC COMPANY  INC,750,12,1,0,42,03/01/2018,88004037123,,7.50,90.00,11.25,01/01/2026
4367,SINGLE MALT SCOTCH,BALVENIE 14YR CARIBBEAN CASK,240,WILLIAM GRANT & SONS INC,750,6,1,0,86,04/01/2012,83664871681,,55.00,330.00,82.50,01/01/2026
43676,WHITE RUM,SELVAREY WHITE RUM,368,PARK STREET IMPORTS,750,6,1,0,80,05/01/2022,689466693676,,19.00,114.00,28.50,01/01/2026
43686,AGED DARK RUM,CROSS KEYS RUM,322,USDP / UNITED STATES DISTILLED PRODUCTS CO,750,12,1,0,80,05/01/2018,84279977614,,10.07,120.84,15.11,01/01/2026
43641,TEMPORARY & SPECIALTY PACKAGES,DIPLOMATICO RESERVA EXCLUSIVA,085,BROWN FORMAN CORP.,750,6,1,0,80,05/01/2020,759400362033,,22.50,135.00,33.75,01/01/2026
43720,GOLD RUM,REAL MCCOY 3YR,368,PARK STREET IMPORTS,750,6,1,3,80,05/01/2020,852355004024,,12.30,73.80,18.45,01/01/2026
43721,GOLD RUM,REAL MCCOY 5YR,368,PARK STREET IMPORTS,750,6,1,5,80,05/01/2020,852355004000,,14.80,88.80,22.20,01/01/2026
43722,GOLD RUM,REAL MCCOY 12YR,368,PARK STREET IMPORTS,750,6,1,12,80,05/01/2020,852355004123,,27.30,163.80,40.95,01/01/2026
43728,WHITE RUM,PROBITAS,558,ALTAMAR BRANDS LLC,750,6,1,0,94,07/01/2022,724803017132,,20.00,120.00,30.00,01/01/2026
43735,AGED DARK RUM,BUMBU XO,482,"SOVEREIGN BRANDS, LLC",750,6,1,0,80,03/01/2020,813497006147,,19.99,119.94,29.99,01/01/2026
4374,SINGLE MALT SCOTCH,BALVENIE 15YR SHERRY CASK,240,WILLIAM GRANT & SONS INC,750,6,1,15,96,08/01/2017,83664873197,,72.50,435.00,108.75,01/01/2026
43745,FLAVORED RUM,BACARDI LIME MINI,035,BACARDI USA INC,50,12,10,0,70,04/01/2019,80480984281,,5.54,66.48,8.31,01/01/2026
43747,FLAVORED RUM,BACARDI LIME,035,BACARDI USA INC,750,12,1,0,70,04/01/2019,80480984274,,8.99,107.88,13.49,01/01/2026
4372,TEMPORARY & SPECIALTY PACKAGES,BALVENIE 12YR SINGLE BARREL,240,WILLIAM GRANT & SONS INC,750,6,1,0,96,09/01/2025,83664873067,10083664874139,46.50,279.00,69.75,01/01/2026
43750,AGED DARK RUM,RON DEL BARRILITO TWO STAR CALIDAD EXTRA,205,E & J GALLO WINERY,750,6,1,0,86,10/01/2024,82869000124,10083664874139,17.50,105.00,26.25,01/01/2026
43752,AGED DARK RUM,RON DEL BARRILITO THREE STAR SUPERIOR ESPECIAL,205,E & J GALLO WINERY,750,6,1,0,86,10/01/2024,82869000223,10083664874139,20.00,120.00,30.00,01/01/2026
43775,GOLD RUM,MT GAY BLACK BARREL,389,REMY COINTREAU USA INC,750,6,1,0,86,03/01/2020,87236950538,,21.48,128.88,32.22,01/01/2026
43797,GOLD RUM,APPLETON ESTATE SIGNATURE BLEND,619,CAMPARI AMERICA,750,12,1,4,80,02/01/2021,721059001502,,12.50,150.00,18.75,01/01/2026
43799,AGED DARK RUM,APPLETON ESTATE SIGNATURE BLEND,619,CAMPARI AMERICA,1750,6,1,0,80,07/01/2020,721059001526,,19.00,114.00,28.50,01/01/2026
43801,AGED DARK RUM,APPLETON 8YR RESERVE,619,CAMPARI AMERICA,750,6,1,8,86,05/01/2020,636191207401,,16.50,99.00,24.75,01/01/2026
4381,SCOTCH WHISKIES,BALVENIE 21YR PORTWOOD,240,WILLIAM GRANT & SONS INC,750,3,1,21,86,09/01/2015,83664858415,,180.00,540.00,270.00,01/01/2026
43814,AGED DARK RUM,RON VIEJO DE CALDAS 3YR,832,ROYAL WINE CORPORATION,750,12,1,3,40,09/01/2022,87752026502,10083664874139,13.02,156.24,19.53,01/01/2026
43831,WHITE RUM,BACARDI SUPERIOR,035,BACARDI USA INC,200,24,1,0,80,11/01/2020,80480015701,,3.00,72.00,4.50,01/01/2026
43845,FLAVORED RUM,RONDIAZ COCONUT RUM,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,1750,6,1,0,42,08/01/2024,84279978833,,8.00,48.00,12.00,01/01/2026
43848,FLAVORED RUM,RONRICO SILVER LABEL RUM,065,JIM BEAM BRANDS,1750,6,1,0,80,04/01/1992,80686141129,,7.50,45.00,11.25,01/01/2026
43860,FLAVORED RUM,MALIBU WATERMELON,370,PERNOD RICARD USA,750,12,1,0,42,04/01/2021,89540535555,,8.99,107.88,13.49,01/01/2026
43869,FLAVORED RUM,KASAMA SMALL BATCH RUM 7YR,305,MHW LTD,750,6,1,0,80,09/01/2022,852935001818,10083664874139,13.50,81.00,20.25,01/01/2026
43894,AGED DARK RUM,TIKI LOVERS DARK RUM,557,"WORLDWIDE LIBATIONS, LLC",750,12,1,0,114,07/01/2020,810255020506,,12.50,150.00,18.75,01/01/2026
43895,AGED DARK RUM,R.L. SEALES 12YR AGED RUM,558,ALTAMAR BRANDS LLC,750,6,1,12,92,07/01/2022,724803018337,,28.00,168.00,42.00,01/01/2026
43896,FLAVORED RUM,TIKI LOVERS PINEAPPLE FLAVORED RUM,557,"WORLDWIDE LIBATIONS, LLC",750,12,1,0,90,07/01/2020,810255020513,,12.50,150.00,18.75,01/01/2026
43898,WHITE RUM,TIKI LOVERS WHITE RUM,557,"WORLDWIDE LIBATIONS, LLC",750,12,1,0,100,07/01/2020,810255020490,,12.50,150.00,18.75,01/01/2026
43901,FLAVORED RUM,MALIBU STRAWBERRY MINI DISCO,370,PERNOD RICARD USA,50,12,10,0,42,04/01/2020,89540540139,,4.95,59.40,7.43,01/01/2026
43902,FLAVORED RUM,MALIBU STRAWBERRY,370,PERNOD RICARD USA,750,12,1,0,42,04/01/2020,89540540108,,8.99,107.88,13.49,01/01/2026
43945,AGED DARK RUM,WORTHY PARK 109 DARK RUM,368,PARK STREET IMPORTS,750,6,1,0,109,09/01/2025,894108001683,10083664874139,15.50,93.00,23.25,01/01/2026
43749,TEMPORARY & SPECIALTY PACKAGES,BACARDI LIME,035,BACARDI USA INC,1750,6,1,0,70,05/01/2020,80480983666,,15.00,90.00,22.50,01/01/2026
43977,AGED DARK RUM,BUMBU XO,482,"SOVEREIGN BRANDS, LLC",375,12,1,0,80,02/01/2025,813497006307,10083664874139,10.73,128.76,16.10,01/01/2026
43984,FLAVORED RUM,ADMIRAL NELSON CHERRY SPICED,259,HEAVEN HILL BRANDS,750,12,1,0,60,07/01/2011,96749086344,,7.00,84.00,10.50,01/01/2026
43986,FLAVORED RUM,ADMIRAL NELSON CHERRY SPICED,259,HEAVEN HILL BRANDS,1750,6,1,0,60,07/01/2011,96749086320,,12.50,75.00,18.75,01/01/2026
44011,WHITE RUM,WORTHY PARK OVERPROOF RUM,368,PARK STREET IMPORTS,750,6,1,0,126,09/01/2025,894108002598,10083664874139,15.84,95.04,23.76,01/01/2026
44081,WHITE RUM,ADMIRAL NELSON SILVER,259,HEAVEN HILL BRANDS,1750,6,1,0,80,04/01/2022,96749086597,,12.50,75.00,18.75,01/01/2026
44159,FLAVORED RUM,ZAYA RUM COCOBANA,255,INFINIUM SPIRITS,750,6,1,0,80,01/01/2022,720815950535,,13.98,83.88,20.97,01/01/2026
44160,AGED DARK RUM,ZAYA RUM ALTA FUERZA,255,INFINIUM SPIRITS,750,6,1,0,115,01/01/2022,720815950436,,19.99,119.94,29.99,01/01/2026
43947,WHITE RUM,HAVANA CLUB ANEJO BLANCO RUM,035,BACARDI USA INC,750,12,1,0,86,01/01/2026,80480988210,10083664874139,7.00,84.00,10.50,01/01/2026
44173,TEMPORARY & SPECIALTY PACKAGES,MYERS ORIGIN GUYANA,421,SAZERAC COMPANY  INC,750,6,1,0,83,03/01/2024,88004052515,10083664874139,25.00,150.00,37.50,01/01/2026
44175,TEMPORARY & SPECIALTY PACKAGES,BP MYERS ORIGINAL DARK RUM,421,SAZERAC COMPANY  INC,750,12,1,0,86,01/01/2023,96749941001,10083664874139,11.50,138.00,17.25,01/01/2026
44176,TEMPORARY & SPECIALTY PACKAGES,JUNG & WULFF TRINADAD,421,SAZERAC COMPANY  INC,750,6,1,0,86,09/01/2025,88004034238,10083664874139,20.00,120.00,30.00,01/01/2026
44177,TEMPORARY & SPECIALTY PACKAGES,JUNG & WULFF BARBADOS,421,SAZERAC COMPANY  INC,750,6,1,0,86,09/01/2025,88004034252,10083664874139,20.00,120.00,30.00,01/01/2026
44179,TEMPORARY & SPECIALTY PACKAGES,JUNG & WULFF GUYANA,421,SAZERAC COMPANY  INC,750,6,1,0,86,09/01/2025,88004034245,10083664874139,20.00,120.00,30.00,01/01/2026
44184,TEMPORARY & SPECIALTY PACKAGES,BARCELO ORGANIC RUM,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,80,08/01/2023,856981000412,10083664874139,15.00,90.00,22.50,01/01/2026
44185,TEMPORARY & SPECIALTY PACKAGES,BACARDI OCHO 8YR RYE,035,BACARDI USA INC,750,12,1,8,90,09/01/2022,80480988104,10083664874139,16.49,197.88,24.74,01/01/2026
44195,TEMPORARY & SPECIALTY PACKAGES,FOURSQUARE 2010,558,ALTAMAR BRANDS LLC,750,6,1,12,120,02/01/2023,724803018566,10083664874139,70.00,420.00,105.00,01/01/2026
44217,WHITE RUM,BARTON LIGHT RUM,421,SAZERAC COMPANY  INC,1000,12,1,0,80,10/01/1990,80660559537,,4.50,54.00,6.75,01/01/2026
44218,WHITE RUM,BARTON LIGHT RUM,421,SAZERAC COMPANY  INC,1750,6,1,0,80,03/01/2022,80660559513,,7.50,45.00,11.25,01/01/2026
44241,FLAVORED RUM,BACARDI MANGO CHILE,035,BACARDI USA INC,750,12,1,0,70,03/01/2023,80480988340,10083664874139,8.99,107.88,13.49,01/01/2026
44200,TEMPORARY & SPECIALTY PACKAGES,BACARDI RESERVA OCHO SEVILLIAN ORANGE CASK,035,BACARDI USA INC,750,12,1,8,80,09/01/2024,80480505400,10083664874139,16.50,198.00,24.75,01/01/2026
44258,SPICED RUM,BLACKHEART PREMIUM SPICED RUM,259,HEAVEN HILL BRANDS,750,12,1,0,93,06/01/2010,96749011681,,7.50,90.00,11.25,01/01/2026
44259,SPICED RUM,BLACKHEART PREMIUM SPICED RUM,259,HEAVEN HILL BRANDS,1750,6,1,0,93,01/01/2022,96749011650,,12.50,75.00,18.75,01/01/2026
44266,AGED DARK RUM,BRITISH NAVY PUSSERS RUM,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,84,06/01/2014,88320005080,,14.84,89.04,22.26,01/01/2026
44308,FLAVORED RUM,CALICO JACK,065,JIM BEAM BRANDS,1750,6,1,0,70,11/01/2015,80686930365,,12.75,76.50,19.13,01/01/2026
44333,FLAVORED RUM,CALYPSO COCONUT RUM PET,421,SAZERAC COMPANY  INC,1750,6,1,0,42,07/01/2020,85676564018,,9.00,54.00,13.50,01/01/2026
44340,SPICED RUM,CALYPSO SPICED RUM,421,SAZERAC COMPANY  INC,1750,6,1,0,42,10/01/2019,85676563868,,9.00,54.00,13.50,01/01/2026
44341,SPICED RUM,CALYPSO SPICED RUM,421,SAZERAC COMPANY  INC,1000,12,1,0,70,03/01/2022,85676563837,,6.00,72.00,9.00,01/01/2026
44343,SPICED RUM,CALYPSO SPICED RUM MINI,421,SAZERAC COMPANY  INC,50,10,12,0,70,03/01/2022,85676563745,,4.56,45.60,6.84,01/01/2026
44348,WHITE RUM,CALYPSO SILVER RUM,421,SAZERAC COMPANY  INC,1750,6,1,0,80,10/01/2019,85676565015,,9.00,54.00,13.50,01/01/2026
44350,FLAVORED RUM,CALICO JACK CHERRY,065,JIM BEAM BRANDS,750,12,1,0,42,05/01/2011,80686930198,,6.50,78.00,9.75,01/01/2026
4436,SCOTCH WHISKIES,BENROMACH 10YR,305,MHW LTD,750,6,1,0,86,09/01/2023,747020192413,10083664874139,29.84,179.04,44.76,01/01/2026
4441,SCOTCH WHISKIES,BENROMACH 15YR,305,MHW LTD,750,6,1,15,86,09/01/2023,747020193410,10083664874139,52.00,312.00,78.00,01/01/2026
44419,FLAVORED RUM,CRUZAN BLACK CHERRY,065,JIM BEAM BRANDS,750,12,1,0,42,07/01/2007,80686970132,,7.50,90.00,11.25,01/01/2026
44428,FLAVORED RUM,CRUZAN BLUEBERRY LEMONADE,065,JIM BEAM BRANDS,750,12,1,0,42,05/01/2015,80686970620,,7.50,90.00,11.25,01/01/2026
44242,TEMPORARY & SPECIALTY PACKAGES,BACARDI MANGO CHILE,035,BACARDI USA INC,50,12,10,0,70,08/01/2024,80480988357,10083664874139,5.00,60.00,7.50,01/01/2026
44442,AGED DARK RUM,CRUZAN BLACKSTRAP,065,JIM BEAM BRANDS,750,6,1,0,80,09/01/2017,80686967606,,9.00,54.00,13.50,01/01/2026
44456,FLAVORED RUM,CRUZAN RASPBERRY,065,JIM BEAM BRANDS,750,12,1,0,42,08/01/2004,80686967736,,7.50,90.00,11.25,01/01/2026
44476,FLAVORED RUM,CRUZAN COCONUT,065,JIM BEAM BRANDS,750,12,1,0,42,05/01/1997,80686967712,,7.50,90.00,11.25,01/01/2026
44486,AGED DARK RUM,CRUZAN DARK,065,JIM BEAM BRANDS,750,12,1,0,80,12/01/2009,80686967460,,7.50,90.00,11.25,01/01/2026
44487,AGED DARK RUM,CRUZAN DARK,065,JIM BEAM BRANDS,1000,12,1,0,80,03/01/2005,80686967484,,8.40,100.80,12.60,01/01/2026
44499,FLAVORED RUM,CRUZAN MANGO,065,JIM BEAM BRANDS,750,12,1,0,42,05/01/2003,89016007111,,7.50,90.00,11.25,01/01/2026
44436,TEMPORARY & SPECIALTY PACKAGES,CRUZAN BANANA,065,JIM BEAM BRANDS,750,12,1,0,42,07/01/2025,80686967705,10083664874139,7.00,84.00,10.50,01/01/2026
44516,WHITE RUM,CRUZAN LIGHT,065,JIM BEAM BRANDS,750,12,1,0,80,12/01/2009,80686967651,,7.50,90.00,11.25,01/01/2026
44520,FLAVORED RUM,CRUZAN VANILLA,065,JIM BEAM BRANDS,750,12,1,0,42,11/01/2009,80686967743,,7.50,90.00,11.25,01/01/2026
44539,FLAVORED RUM,CRUZAN TROPICAL FRUIT,065,JIM BEAM BRANDS,750,12,1,0,42,03/01/2017,80686970682,,7.50,90.00,11.25,01/01/2026
44506,TEMPORARY & SPECIALTY PACKAGES,CRUZAN PINEAPPLE,065,JIM BEAM BRANDS,750,12,1,0,42,07/01/2025,80686967729,10083664874139,7.00,84.00,10.50,01/01/2026
44551,AGED DARK RUM,CRUZAN HURRICANE PROOF,065,JIM BEAM BRANDS,750,12,1,0,137,06/01/2020,80686973942,,10.00,120.00,15.00,01/01/2026
44557,FLAVORED RUM,CRUZAN STRAWBERRY,065,JIM BEAM BRANDS,750,12,1,0,42,09/01/2011,80686973096,,7.50,90.00,11.25,01/01/2026
4455,TEMPORARY & SPECIALTY PACKAGES,ARDBEG FERMUTATION,420,MOET HENNESSY USA,750,6,1,13,99,01/01/2022,81753833312,,99.99,599.94,149.99,01/01/2026
44568,TEMPORARY & SPECIALTY PACKAGES,CRUZAN PEACH,065,JIM BEAM BRANDS,750,12,1,0,42,07/01/2025,80686970590,10083664874139,7.00,84.00,10.50,01/01/2026
44577,WHITE RUM,FLEISCHMANNS WHITE RUM,421,SAZERAC COMPANY  INC,1000,12,1,0,80,06/01/2022,82928308437,,3.93,47.16,5.90,01/01/2026
4457,TEMPORARY & SPECIALTY PACKAGES,GLENMORANGIE 15YR CADBOLL ESTATE 2023 EDITION,420,MOET HENNESSY USA,750,6,1,15,86,11/01/2023,81753834890,,49.99,299.94,74.99,01/01/2026
44603,WHITE RUM,FIVE O'CLOCK RUM,297,LAIRD & COMPANY,1000,12,1,0,80,05/01/1995,84848610201,,4.37,52.43,6.56,01/01/2026
44607,WHITE RUM,E.T. 51 PREMIUM RUM,118,AMERICAN SPIRITS EXCHANGE,750,12,1,0,80,08/01/2022,628451609056,,15.46,185.52,23.19,01/01/2026
44657,SPICED RUM,LADY BLIGH SPICED RUM,434,LUXCO INC,1000,12,1,0,72,03/01/2001,86816517338,,6.75,81.00,10.13,01/01/2026
44658,SPICED RUM,LADY BLIGH SPICED RUM,434,LUXCO INC,1750,6,1,0,72,09/01/2010,86816517321,,10.00,60.00,15.00,01/01/2026
44660,SPICED RUM,LADY BLIGH SPICED RUM,434,LUXCO INC,750,12,1,0,73,02/01/2016,86816517444,,5.00,60.00,7.50,01/01/2026
4459,TEMPORARY & SPECIALTY PACKAGES,BALVENIE 16YR FRENCH OAK,240,WILLIAM GRANT & SONS INC,750,6,1,16,96,09/01/2022,86767705402,10083664874139,92.50,555.00,138.75,01/01/2026
4468,TEMPORARY & SPECIALTY PACKAGES,ARDBEG RDCORE COMMITTEE RELEASE,420,MOET HENNESSY USA,750,6,1,0,100,05/01/2022,81753835699,,74.99,449.94,112.49,01/01/2026
4471,SCOTCH WHISKIES,BENROMACH 21YR,305,MHW LTD,750,3,1,21,86,09/01/2023,747020918310,10083664874139,113.33,339.99,170.00,01/01/2026
447,TEMPORARY & SPECIALTY PACKAGES,KNOB CREEK W/GLASSES,065,JIM BEAM BRANDS,750,6,1,9,100,10/01/2024,80686016724,,21.00,126.00,31.50,01/01/2026
44889,GOLD RUM,MEZAN CHIRIQUI RUM,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,80,11/01/2021,80368100123,,12.36,74.16,18.54,01/01/2026
4496,SCOTCH WHISKIES,COMPASS BOX THE PEAT MONSTER,305,MHW LTD,750,6,1,0,92,01/01/2025,832889006213,10083664874139,38.94,233.64,58.41,01/01/2026
45217,WHITE RUM,MR BOSTON LIGHT RUM,421,SAZERAC COMPANY  INC,1000,12,1,0,80,09/01/2019,89000012916,,3.93,47.16,5.90,01/01/2026
