Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume (ml),Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
64922,100% AGAVE TEQUILA,DULCE VIDA LIME,342,DV SPIRITS LLC,750,12,1,0,70,03/01/2020,898432002477,,13.00,156.00,19.50,01/01/2026
64933,100% AGAVE TEQUILA,1800 COCONUT,395,PROXIMO,750,12,1,0,70,03/01/2012,811538010375,,16.50,198.00,24.75,01/01/2026
64955,100% AGAVE TEQUILA,DULCE VIDA PINEAPPLE JALAPENO,342,DV SPIRITS LLC,750,12,1,0,70,03/01/2020,898432002637,,13.00,156.00,19.50,01/01/2026
64973,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI APPLE SOJU,205,E & J GALLO WINERY,375,20,1,0,24,04/01/2024,643303996061,10083664874139,3.00,60.00,4.50,01/01/2026
64975,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI PEACH SOJU,205,E & J GALLO WINERY,375,20,1,0,24,04/01/2024,643485994480,10083664874139,3.00,60.00,4.50,01/01/2026
64976,IMPORTED CORDIALS & LIQUEURS,FERNET BRANCA LIQUEUR - USE CODE 65467,368,PARK STREET IMPORTS,750,6,1,0,78,07/01/2015,84105307509,,18.62,111.72,27.93,01/01/2026
64996,IMPORTED CORDIALS & LIQUEURS,FRANGELICO LIQUEUR,619,CAMPARI AMERICA,750,12,1,0,40,08/01/1979,721059987509,,16.50,198.00,24.75,01/01/2026
65011,IMPORTED CORDIALS & LIQUEURS,GIFFARD BANANE DU BRESIL,368,PARK STREET IMPORTS,750,6,1,0,50,09/01/2025,852322814021,10083664874139,19.50,117.00,29.25,01/01/2026
65013,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,421,SAZERAC COMPANY  INC,50,12,10,0,66,09/01/2019,88004020491,,4.50,54.00,6.75,01/01/2026
65016,IMPORTED CORDIALS & LIQUEURS,PATRON CITRONGE PINEAPPLE,035,BACARDI USA INC,750,12,1,0,70,10/01/2018,721733703531,10088004015142,14.17,170.04,21.26,01/01/2026
65047,AMERICAN CORDIALS & LIQUEURS,DORDA SEA SALT CARAMEL LIQUEUR,305,MHW LTD,750,6,1,0,36,10/01/2022,852935001702,10083664874139,13.33,79.98,20.00,01/01/2026
65061,IMPORTED SCHNAPPS,GOLDSCHLAGER CINNAMON SCHNAPPS MINI,421,SAZERAC COMPANY  INC,50,10,12,0,87,03/01/2000,86767500120,,6.00,60.00,9.00,01/01/2026
65066,IMPORTED SCHNAPPS,GOLDSCHLAGER CINNAMON SCHNAPPS,421,SAZERAC COMPANY  INC,750,12,1,0,87,11/01/1993,86767500069,,9.00,108.00,13.50,01/01/2026
65073,IMPORTED CORDIALS & LIQUEURS,GIFFARD CREME DE MURE,368,PARK STREET IMPORTS,750,6,1,0,32,09/01/2025,852322814120,10083664874139,15.75,94.50,23.63,01/01/2026
65074,IMPORTED CORDIALS & LIQUEURS,GIFFARD CREME DE PAMPLEMOUSSE ROSE,368,PARK STREET IMPORTS,750,6,1,0,32,09/01/2025,852322814144,10083664874139,15.75,94.50,23.63,01/01/2026
65083,IMPORTED CORDIALS & LIQUEURS,GIFFARD CREME DE PECHE DE VIGNE,368,PARK STREET IMPORTS,750,6,1,0,32,09/01/2025,852322814137,10083664874139,15.75,94.50,23.63,01/01/2026
65111,IMPORTED CORDIALS & LIQUEURS,GALLIANO L'AUTENTICO,305,MHW LTD,375,12,1,0,84,04/01/2019,80915112111,10088004015142,10.75,129.00,16.13,01/01/2026
65121,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER MINI,619,CAMPARI AMERICA,50,10,12,0,80,04/01/2025,649188900360,10083664874139,24.00,240.00,36.00,01/01/2026
65125,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,619,CAMPARI AMERICA,375,12,1,0,80,10/01/2014,649188900469,,11.00,132.00,16.50,01/01/2026
65126,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,619,CAMPARI AMERICA,750,12,1,0,80,05/01/1973,649188900476,,23.00,276.00,34.50,01/01/2026
65127,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,619,CAMPARI AMERICA,1000,6,1,0,80,01/01/2001,649188900483,,25.50,153.00,38.25,01/01/2026
65144,IMPORTED CORDIALS & LIQUEURS,IL TRAMONTO LIMONCELLO,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,750,6,1,0,60,05/01/2014,84279979472,,10.00,60.00,15.00,01/01/2026
65151,IMPORTED CORDIALS & LIQUEURS,IL TRAMONTO AMARETTO,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,750,6,1,0,56,10/01/2024,84279993843,10088004015142,11.00,66.00,16.50,01/01/2026
64920,TEMPORARY & SPECIALTY PACKAGES,DULCE VIDA GRAPEFRUIT,342,DV SPIRITS LLC,750,12,1,0,70,04/01/2025,898432002507,,13.00,156.00,19.50,01/01/2026
65170,IMPORTED CORDIALS & LIQUEURS,HARLEQUIN,259,HEAVEN HILL BRANDS,750,6,1,0,80,08/01/2024,82291301233,10083664874139,11.00,66.00,16.50,01/01/2026
65191,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ MINI,259,HEAVEN HILL BRANDS,50,8,12,0,34,05/01/2006,736040012771,,14.94,119.52,22.41,01/01/2026
65194,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ,259,HEAVEN HILL BRANDS,375,12,1,0,34,07/01/2003,736040012856,10088004015142,7.50,90.00,11.25,01/01/2026
65195,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ,259,HEAVEN HILL BRANDS,750,6,1,0,34,02/01/2003,736040011064,,12.50,75.00,18.75,01/01/2026
65198,CREAM LIQUEURS,TEQUILA ROSE STRAWBERRY,300,MCCORMICK DISTILLING CO.,1750,6,1,0,30,07/01/2021,85592121029,,23.50,141.00,35.25,01/01/2026
65199,CREAM LIQUEURS,TEQUILA ROSE LIQUEUR,300,MCCORMICK DISTILLING CO.,1000,12,1,0,30,01/01/2000,85592121036,,13.50,162.00,20.25,01/01/2026
65200,CREAM LIQUEURS,TEQUILA ROSE LIQUEUR,300,MCCORMICK DISTILLING CO.,750,12,1,0,30,04/01/2007,85592121043,10088004015142,12.50,150.00,18.75,01/01/2026
65204,CREAM LIQUEURS,TEQUILA ROSE LIQUEUR MINI,300,MCCORMICK DISTILLING CO.,50,6,10,0,30,05/01/2005,85592121081,,5.90,35.40,8.85,01/01/2026
65209,CREAM LIQUEURS,TEQUILA ROSE STRAWBERRY,300,MCCORMICK DISTILLING CO.,375,12,1,0,30,07/01/2021,85592121067,,8.00,96.00,12.00,01/01/2026
65214,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI STRAWBERRY SOJU,205,E & J GALLO WINERY,375,20,1,0,24,04/01/2024,801030000394,10083664874139,3.00,60.00,4.50,01/01/2026
65232,IMPORTED DRY GINS,HENDRICKS ORBIUM,240,WILLIAM GRANT & SONS INC,750,6,1,0,86,05/01/2019,83664873678,,23.00,138.00,34.50,01/01/2026
65251,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR MINI,192,"MAST-JAGERMEISTER US, INC",50,5,24,0,70,07/01/1993,83089660112,10088004015142,36.84,184.20,55.26,01/01/2026
65253,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",200,48,1,0,70,05/01/2004,83089660402,,4.10,196.80,6.15,01/01/2026
65254,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",375,24,1,0,70,10/01/1991,83089660358,,7.68,184.32,11.52,01/01/2026
65256,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",750,12,1,0,70,05/01/1985,83089524001,,14.35,172.20,21.53,01/01/2026
65257,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",1000,12,1,0,70,04/01/1991,83089660150,,17.42,209.04,26.13,01/01/2026
65258,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",1750,6,1,0,70,03/01/2001,83089660174,,26.05,156.30,39.08,01/01/2026
65259,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR MINI MEISTERS,192,"MAST-JAGERMEISTER US, INC",20,12,10,0,70,05/01/2018,83089660501,10088004015142,4.10,49.20,6.15,01/01/2026
65260,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER COOLPACK DISCO,192,"MAST-JAGERMEISTER US, INC",375,12,1,0,70,03/01/2019,83089999892,,7.09,85.08,10.64,01/01/2026
65267,IMPORTED DISTILLED SPIRITS SPECIALTY,JINRO GRAPEFRUIT SOJU,293,JINRO AMERICA INC,375,20,1,0,26,11/01/2024,712166833278,10083664874139,2.91,58.20,4.37,01/01/2026
65268,IMPORTED DISTILLED SPIRITS SPECIALTY,JINRO GREEN GRAPE SOJU,293,JINRO AMERICA INC,375,20,1,0,26,11/01/2024,605779976084,10083664874139,2.91,58.20,4.37,01/01/2026
65283,IMPORTED DISTILLED SPIRITS SPECIALTY,JINRO PLUM SOJU,293,JINRO AMERICA INC,375,20,1,0,26,11/01/2024,605779976206,10083664874139,2.91,58.20,4.37,01/01/2026
65156,TEMPORARY & SPECIALTY PACKAGES,GRAND MARNIER CUVEE LOUIS ALEXANDRE,619,CAMPARI AMERICA,750,6,1,0,80,05/01/2020,649188900551,10088004015142,35.00,210.00,52.50,01/01/2026
65307,TEMPORARY & SPECIALTY PACKAGES,HENDRICKS MIDSUMMER SOLSTICE,240,WILLIAM GRANT & SONS INC,750,6,1,0,86,09/01/2025,83664874125,,22.50,135.00,33.75,01/01/2026
65344,IMPORTED DISTILLED SPIRITS SPECIALTY,JINRO STRAWBERRY SOJU,293,JINRO AMERICA INC,375,20,1,0,26,11/01/2024,605779976251,10083664874139,2.91,58.20,4.37,01/01/2026
65362,AMERICAN CORDIALS & LIQUEURS,DORDA COCONUT LIQUEUR DISCO,305,MHW LTD,750,6,1,0,36,10/01/2022,852935001764,10083664874139,11.00,66.00,16.50,01/01/2026
65367,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER COLD BREW COFFEE LIQUEUR MINI,192,"MAST-JAGERMEISTER US, INC",50,5,24,0,66,03/01/2020,83089000147,,36.84,184.20,55.26,01/01/2026
65368,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER COLD BREW COFFEE LIQUEUR,192,"MAST-JAGERMEISTER US, INC",750,6,1,0,66,03/01/2020,83089000130,,14.35,86.10,21.53,01/01/2026
65332,TEMPORARY & SPECIALTY PACKAGES,CIROC WHITE GRAPE,260,DIAGEO AMERICAS,750,12,1,0,70,10/01/2020,88076183896,,16.49,197.88,24.74,01/01/2026
65416,IRISH WHISKIES,JAMESON COLD BREW DISCO,370,PERNOD RICARD USA,750,6,1,0,60,03/01/2020,80432115619,,16.49,98.94,24.74,01/01/2026
65415,TEMPORARY & SPECIALTY PACKAGES,JAMESON COLD BREW MINI,370,PERNOD RICARD USA,50,1,120,0,60,12/01/2023,80432115886,10083664874139,39.60,39.60,59.40,01/01/2026
65426,IMPORTED CORDIALS & LIQUEURS,LICOR 43,368,PARK STREET IMPORTS,750,12,1,0,62,06/01/2011,83664853540,,14.99,179.88,22.49,01/01/2026
65427,IMPORTED CORDIALS & LIQUEURS,LICOR 43 ORIGINAL LIQUEUR,368,PARK STREET IMPORTS,1000,12,1,0,62,04/01/2022,29929115404,10088004015142,18.00,216.00,27.00,01/01/2026
65421,TEMPORARY & SPECIALTY PACKAGES,LICOR 43 ORIGINAL MINI,368,PARK STREET IMPORTS,50,1,60,0,62,10/01/2025,29929801031,10083664874139,89.40,89.40,134.10,01/01/2026
65429,TEMPORARY & SPECIALTY PACKAGES,LUCKY CAT BAIJU,100,AIKO IMPORTERS INC,750,6,1,0,84,09/01/2022,737787216446,,45.00,270.00,67.50,01/01/2026
65443,IMPORTED DISTILLED SPIRITS SPECIALTY,CARPANO BOTANIC BITTER,368,PARK STREET IMPORTS,1000,6,1,0,50,09/01/2021,898563002612,10088004015142,18.48,110.88,27.72,01/01/2026
65450,IMPORTED VODKAS,GREY GOOSE ESSENCES STRAWBERRY & LEMONGRASS MINI,035,BACARDI USA INC,50,8,12,0,60,02/01/2021,80480986049,,19.92,159.36,29.88,01/01/2026
65451,IMPORTED VODKAS,GREY GOOSE STRAWBERRY & LEMONGRASS,035,BACARDI USA INC,750,6,1,0,60,02/01/2021,80480985707,,15.00,90.00,22.50,01/01/2026
65453,IMPORTED VODKAS,GREY GOOSE ESSENCES WATERMELON & BASIL MINI,035,BACARDI USA INC,50,8,12,0,60,02/01/2021,80480985691,,19.92,159.36,29.88,01/01/2026
65454,IMPORTED VODKAS,GREY GOOSE ESSENCES WATERMELON & BASIL,035,BACARDI USA INC,750,6,1,0,60,02/01/2021,80480985721,,15.00,90.00,22.50,01/01/2026
65456,IMPORTED VODKAS,GREY GOOSE ESSENCES WHITE PEACH & ROSEMARY MINI,035,BACARDI USA INC,50,8,12,0,60,02/01/2021,80480986056,,19.92,159.36,29.88,01/01/2026
65457,IMPORTED VODKAS,GREY GOOSE ESSENCES WHITE PEACH & ROSEMARY,035,BACARDI USA INC,750,6,1,0,60,02/01/2021,80480985745,,15.00,90.00,22.50,01/01/2026
65466,IMPORTED CORDIALS & LIQUEURS,FERNET BRANCA BITTERS,368,PARK STREET IMPORTS,375,12,1,0,78,09/01/2021,898563002636,,10.64,127.68,15.96,01/01/2026
65467,IMPORTED CORDIALS & LIQUEURS,FERNET BRANCA,368,PARK STREET IMPORTS,750,6,1,0,78,02/01/2021,898563002629,,21.99,131.94,32.99,01/01/2026
65430,TEMPORARY & SPECIALTY PACKAGES,GOLDSCHLAGER BRICK OF GOLD MINIS,421,SAZERAC COMPANY  INC,50,12,10,0,87,09/01/2021,88004040802,10088004015142,4.30,51.60,6.45,01/01/2026
65487,IRISH WHISKIES,JAMESON ORANGE,370,PERNOD RICARD USA,750,6,1,0,60,12/01/2021,80432117330,,14.99,89.94,22.49,01/01/2026
65482,TEMPORARY & SPECIALTY PACKAGES,HENDRICKS LUNAR,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,07/01/2021,83664874408,10088004015142,20.50,123.00,30.75,01/01/2026
65495,TEMPORARY & SPECIALTY PACKAGES,JAMESON ORANGE MINI,370,PERNOD RICARD USA,50,12,10,0,60,03/01/2024,80432400708,,13.20,158.40,19.80,01/01/2026
65518,IRISH WHISKIES,JAMESON ORANGE,370,PERNOD RICARD USA,1000,6,1,15,80,03/01/2024,80432117439,10083664874139,20.98,125.88,31.47,01/01/2026
65519,IRISH WHISKIES,JAMESON ORANGE,370,PERNOD RICARD USA,1750,6,1,15,80,03/01/2024,80432117446,10083664874139,32.48,194.88,48.72,01/01/2026
65527,COCKTAILS/RTD,THE GLENLIVET TWIST & MIX NEW MANHATTAN,370,PERNOD RICARD USA,375,12,1,0,80,11/01/2023,80432000038,10083664874139,7.49,89.88,11.24,01/01/2026
65533,SCOTCH WHISKIES,BUCHANANS PINEAPPLE,260,DIAGEO AMERICAS,750,12,1,0,70,03/01/2023,88076187245,10083664874139,20.99,251.88,31.49,01/01/2026
65536,IMPORTED CORDIALS & LIQUEURS,LUCID ABSINTHE,971,HOOD RIVER DISTILLERS,750,6,1,0,124,10/01/2015,84104440016,10088004015142,32.50,195.00,48.75,01/01/2026
65543,IMPORTED CORDIALS & LIQUEURS,LICOR 43 CHOCOLATE,368,PARK STREET IMPORTS,750,6,1,0,32,12/01/2022,29929115480,10083664874139,14.99,89.94,22.49,01/01/2026
65555,IMPORTED CORDIALS & LIQUEURS,LUXARDO TRIPLUM ORANGE LIQUEUR,391,HOTALING & CO,750,6,1,0,78,12/01/2025,87229020019,10083664874139,15.00,90.00,22.50,01/01/2026
65556,IMPORTED CORDIALS & LIQUEURS,LUXARDO AMARETTO,391,HOTALING & CO,750,6,1,0,56,07/01/2021,87229127305,,16.48,98.88,24.72,01/01/2026
65561,IMPORTED DRY GINS,DRUMSHANBO CALIFORNIA CITRUS IRISH GIN,357,PALM BAY INTERNATIONAL,750,6,1,0,86,06/01/2023,86785091167,10083664874139,20.84,125.04,31.26,01/01/2026
65507,TEMPORARY & SPECIALTY PACKAGES,DRUMSHANBO SARDINIAN CITRUS IRISH GIN,357,PALM BAY INTERNATIONAL,750,6,1,0,86,06/01/2023,86785091105,,21.00,126.00,31.50,01/01/2026
65577,TEMPORARY & SPECIALTY PACKAGES,LUXARDO LIMONCELLO,391,HOTALING & CO,750,6,1,0,54,03/01/2025,87229127718,10083664874139,15.00,90.00,22.50,01/01/2026
65625,IMPORTED CORDIALS & LIQUEURS,KUBLER ABSINTHE SWISS SUPERIEURE DISCO,558,ALTAMAR BRANDS LLC,375,12,1,0,106,10/01/2022,898627001346,10083664874139,18.67,224.04,28.01,01/01/2026
65627,IMPORTED DISTILLED SPIRITS SPECIALTY,CHOYA UJI GREEN TEA UMESHU,927,CHOYA UMESHU USA INC.,750,6,1,0,15,09/01/2023,781682119500,10083664874139,14.50,87.00,21.75,01/01/2026
65628,IMPORTED DISTILLED SPIRITS SPECIALTY,CHOYA YUZU LIQUEUR,927,CHOYA UMESHU USA INC.,750,6,1,0,30,09/01/2023,781682117780,10083664874139,14.00,84.00,21.00,01/01/2026
65639,IMPORTED CORDIALS & LIQUEURS,CHOYA GOLDEN UME FRUITS,927,CHOYA UMESHU USA INC.,750,12,1,0,30,09/01/2023,781682117964,10083664874139,11.00,132.00,16.50,01/01/2026
65649,IMPORTED CORDIALS & LIQUEURS,BITTER BIANCA,342,DV SPIRITS LLC,750,6,1,0,60,08/01/2024,628451773948,10083664874139,13.00,78.00,19.50,01/01/2026
65659,IMPORTED CORDIALS & LIQUEURS,CHINOLA MANGO LIQUEUR MASTER,368,PARK STREET IMPORTS,750,6,1,0,42,07/01/2024,868932000181,10083664874139,14.99,89.94,22.49,01/01/2026
65666,MIXTO TEQUILA,JOSE CUERVO DEVILS RESERVE,395,PROXIMO,750,12,1,0,60,10/01/2024,818844028018,10083664874139,12.00,144.00,18.00,01/01/2026
65678,IMPORTED CORDIALS & LIQUEURS,THUNDER BITCH,368,PARK STREET IMPORTS,700,6,1,0,60,04/01/2024,29929115527,10083664874139,10.98,65.88,16.47,01/01/2026
65683,100% AGAVE TEQUILA,HORNITOS CUCUMBER HABANERO,065,JIM BEAM BRANDS,750,12,1,0,70,10/01/2024,80686008699,10083664874139,15.00,180.00,22.50,01/01/2026
65684,100% AGAVE TEQUILA,HORNITOS VANILLA HONEY,065,JIM BEAM BRANDS,750,12,1,0,70,10/01/2024,80686008682,10083664874139,15.00,180.00,22.50,01/01/2026
65697,IMPORTED DRY GINS,DRUMSHANBO BRAZILIAN PINEAPPLE IRISH GIN,357,PALM BAY INTERNATIONAL,750,6,1,0,86,03/01/2025,86785091303,10083664874139,20.84,125.04,31.26,01/01/2026
65705,IMPORTED DRY GINS,HENDRICKS OASIUM,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,02/01/2025,83664875207,10083664874139,22.50,135.00,33.75,01/01/2026
65715,SPICED RUM,173 CRAFT DISTILLERY SPICED RUM,796,173 CRAFT DISTILLERY,750,12,1,0,80,11/01/2024,850041913131,10083664874139,13.32,159.84,19.98,01/01/2026
65725,IMPORTED DRY GINS,HENDRICKS ANOTHER GIN,240,WILLIAM GRANT & SONS INC,750,6,1,0,88,12/01/2025,83664875481,10083664874139,20.00,120.00,30.00,01/01/2026
65619,TEMPORARY & SPECIALTY PACKAGES,IL TRAMONTO LIMONCELLO MINI,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,50,6,12,0,60,08/01/2024,842790084620,10083664874139,11.20,67.20,16.80,01/01/2026
65737,IMPORTED DRY GINS,HENDRICKS FLORA ADORA,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,06/01/2023,83664874965,10083664874139,22.50,135.00,33.75,01/01/2026
65738,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI GRAPE SOJU,205,E & J GALLO WINERY,375,20,1,0,24,10/01/2024,850052711320,10083664874139,3.00,60.00,4.50,01/01/2026
65729,TEMPORARY & SPECIALTY PACKAGES,FIERO HABANERO TEQUILA,391,HOTALING & CO,750,6,1,0,80,08/01/2023,87229211035,10083664874139,20.00,120.00,30.00,01/01/2026
65745,IOWA SPIRITS MANUFACTURERS,DON AGAVE ALEBRIJE,353,"JOHN ERNEST DISTILLERY, INC.",750,12,1,12,80,07/01/2021,867971000367,,12.50,150.00,18.75,01/01/2026
65749,AMERICAN CORDIALS & LIQUEURS,PATRON CITRONGE ORANGE & JALAPENO,035,BACARDI USA INC,750,12,1,0,60,05/01/2025,721733006502,10083664874139,12.50,150.00,18.75,01/01/2026
65748,IOWA SPIRITS MANUFACTURERS,DON AGAVE BARREL RESTED,353,"JOHN ERNEST DISTILLERY, INC.",1000,12,1,12,80,04/01/2024,867971000343,,6.85,82.20,10.28,01/01/2026
6575,TEMPORARY & SPECIALTY PACKAGES,ARDBEG ANAMORPHIC,420,MOET HENNESSY USA,750,6,1,0,96,11/01/2023,81753838621,10083664874139,105.25,631.50,157.88,01/01/2026
65750,IOWA SPIRITS MANUFACTURERS,DON AGAVE GOLD,353,"JOHN ERNEST DISTILLERY, INC.",1000,12,1,1,80,07/01/2019,867971000336,,5.75,69.00,8.63,01/01/2026
65753,IMPORTED DRY GINS,HENDRICKS GRAND CABARET GIN,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,01/01/2024,83664107315,10083664874139,22.50,135.00,33.75,01/01/2026
65785,MIXTO TEQUILA,JOSE CUERVO DEVILS RESERVE MINI,395,PROXIMO,50,12,10,0,60,10/01/2025,818844028520,10083664874139,7.45,89.40,11.18,01/01/2026
65787,IMPORTED CORDIALS & LIQUEURS,MARASKA NOCELINO,557,"WORLDWIDE LIBATIONS, LLC",750,6,1,0,44,10/01/2022,850030595041,10083664874139,12.17,73.02,18.26,01/01/2026
65792,IMPORTED DISTILLED SPIRITS SPECIALTY,MARTELL BLUE SWIFT,370,PERNOD RICARD USA,375,12,1,0,80,03/01/2020,80432110843,10088004015142,12.99,155.88,19.49,01/01/2026
65793,IMPORTED BRANDIES,MARTELL BLUE SWIFT,370,PERNOD RICARD USA,750,12,1,0,80,01/01/2019,80432110829,10088004015142,27.98,335.76,41.97,01/01/2026
65842,AMERICAN CORDIALS & LIQUEURS,PATRON CITRONGE,035,BACARDI USA INC,750,12,1,0,80,03/01/2025,721733006526,10083664874139,12.50,150.00,18.75,01/01/2026
65857,IMPORTED CORDIALS & LIQUEURS,CHINOLA PINEAPPLE LIQUEUR,368,PARK STREET IMPORTS,750,6,1,0,42,04/01/2025,860011427261,10083664874139,14.99,89.94,22.49,01/01/2026
65896,IMPORTED CORDIALS & LIQUEURS,METAXA OUZO,389,REMY COINTREAU USA INC,750,12,1,0,80,11/01/1987,87236210243,,10.98,131.76,16.47,01/01/2026
65897,IMPORTED CORDIALS & LIQUEURS,METAXA OUZO,389,REMY COINTREAU USA INC,700,12,1,0,80,01/01/2024,87236210441,10083664874139,10.48,125.76,15.72,01/01/2026
65922,AMERICAN FLAVORED VODKA,NEW AMSTERDAM PINK WHITNEY PET,205,E & J GALLO WINERY,750,12,1,0,60,06/01/2023,85000036150,10083664874139,8.00,96.00,12.00,01/01/2026
65923,FLAVORED RUM,MALIBU PINK,370,PERNOD RICARD USA,750,12,1,0,42,11/01/2025,89540536521,10083664874139,8.99,107.88,13.49,01/01/2026
65926,FLAVORED RUM,MALIBU PEACH,370,PERNOD RICARD USA,750,12,1,0,42,03/01/2023,89540535906,10083664874139,8.99,107.88,13.49,01/01/2026
65752,IOWA SPIRITS MANUFACTURERS,DON AGAVE SILVER,353,"JOHN ERNEST DISTILLERY, INC.",1000,12,1,0,80,07/01/2019,867971000329,,6.85,82.20,10.28,01/01/2026
65933,FLAVORED RUM,MALIBU PINK MINI,370,PERNOD RICARD USA,50,12,10,0,42,12/01/2025,89540536590,10083664874139,9.90,118.80,14.85,01/01/2026
65929,TEMPORARY & SPECIALTY PACKAGES,MALIBU PEACH MINI,370,PERNOD RICARD USA,50,12,10,0,42,09/01/2024,89540535944,10083664874139,4.90,58.80,7.35,01/01/2026
65969,IMPORTED CORDIALS & LIQUEURS,AMARO MONTENEGRO,205,E & J GALLO WINERY,750,6,1,0,46,03/01/2022,898193001597,10088004015142,22.50,135.00,33.75,01/01/2026
65973,IMPORTED CORDIALS & LIQUEURS,MOZART DARK CHOCOLATE LIQUEUR,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,34,10/01/2022,80368937057,10083664874139,15.98,95.88,23.97,01/01/2026
66003,CREAM LIQUEURS,MOZART WHITE CHOCOLATE CREAM LIQUEUR,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,30,10/01/2022,80368937040,10083664874139,15.98,95.88,23.97,01/01/2026
65963,TEMPORARY & SPECIALTY PACKAGES,MOZART CHOCOLATE CREAM PUMPKIN SPICE LIQUEUR,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,34,10/01/2025,80368937026,,15.98,95.88,23.97,01/01/2026
66019,COFFEE LIQUEURS,MOZART CHOCOLATE COFFEE CREAM LIQUEUR,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,34,12/01/2021,80368937064,,15.98,95.88,23.97,01/01/2026
66023,IMPORTED CORDIALS & LIQUEURS,NARANJA ORANGE LIQUEUR,342,DV SPIRITS LLC,750,12,1,0,80,11/01/2021,850008153075,,11.00,132.00,16.50,01/01/2026
66052,IMPORTED CORDIALS & LIQUEURS,NUVO SPARKLING LIQUEUR,305,MHW LTD,750,12,1,0,30,06/01/2021,851926004500,,12.33,147.96,18.50,01/01/2026
66056,IMPORTED CORDIALS & LIQUEURS,NONINO AMARO QUINTESSENTIA,363,PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,750,6,1,0,70,11/01/2021,86891054001,,32.50,195.00,48.75,01/01/2026
66068,IMPORTED CORDIALS & LIQUEURS,NONINO L'APERITIVO,363,PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,750,6,1,0,42,04/01/2022,86891088884,,25.00,150.00,37.50,01/01/2026
66097,IRISH WHISKIES,PROPER NO. TWELVE  APPLE,395,PROXIMO,750,12,1,0,70,01/01/2023,818844024355,10083664874139,14.00,168.00,21.00,01/01/2026
66122,IMPORTED DISTILLED SPIRITS SPECIALTY,FERRAND DRY CURACAO,785,MAISON FERRAND USA / COGNAC FERRAND USA INC,750,6,1,0,80,10/01/2024,695521151449,10083664874139,17.30,103.80,25.95,01/01/2026
66127,IMPORTED CORDIALS & LIQUEURS,LAZZARONI LIMONCELLO,297,LAIRD & COMPANY,750,6,1,0,52,07/01/2023,84848728302,10083664874139,14.49,86.94,21.74,01/01/2026
66015,TEMPORARY & SPECIALTY PACKAGES,MOZART CHOCOLATE CREAM LIQUEUR,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,24,10/01/2022,80368937019,,15.98,95.88,23.97,01/01/2026
66136,IMPORTED CORDIALS & LIQUEURS,PASSOA PASSION FRUIT LIQUEUR,305,MHW LTD,750,12,1,0,40,06/01/2021,195414154316,10088004015142,10.00,120.00,15.00,01/01/2026
