"id","url","cat","titre","prix","pays","region","sousregion","appellation","designation","classification","producteur","couleur","alcool","sucre","datetime"
"1","http://www.saq.com/page/fr/saqcom/absinthe/distilleries-et-domaines-de-provence-absente-55/568576","absinthe","Distilleries et Domaines de Provence Absente 55","50.75","France",,,,,,"Distilleries et domaines de Provence","Vert(e)","55 %",,"0000-00-00 00:00:00"
"2","http://www.saq.com/page/fr/saqcom/absinthe/emile-pernot-et-fils-absinthe-un-emile-68-blanche/12640427","absinthe","Emile Pernot et Fils Absinthe Un Émile 68° Blanche","61","France",,,,,,"Distillerie Emile Pernot","Blanche","68 %",,"0000-00-00 00:00:00"
"3","http://www.saq.com/page/fr/saqcom/absinthe/enigma-blanche/12641614","absinthe","Enigma Blanche","88","France",,,,,,"Liqueurs de france Limited","Blanc","74 %",,"0000-00-00 00:00:00"
"4","http://www.saq.com/page/fr/saqcom/absinthe/enigma-verte/12641593","absinthe","Enigma Verte","82","France",,,,,,"Liqueurs de france Limited","Vert(e)","72 %",,"0000-00-00 00:00:00"
"5","http://www.saq.com/page/fr/saqcom/absinthe/grande-absente/11111566","absinthe","Grande Absente","59.75","France",,,,,,"Distilleries & Domaines de Provence","Vert(e)","69 %",,"0000-00-00 00:00:00"
"6","http://www.saq.com/page/fr/saqcom/absinthe/hills-absinthe/587204","absinthe","Hill's Absinthe","65","République Tchèque",,,,,,"Hill's Liquere (North America) Inc.","Bleu(e)","70 %",,"0000-00-00 00:00:00"
"7","http://www.saq.com/page/fr/saqcom/absinthe/kubler/11157273","absinthe","Kübler","56.75","Suisse",,,,,,"Distillerie Blackmint","Vert(e)","53 %",,"0000-00-00 00:00:00"
"8","http://www.saq.com/page/fr/saqcom/absinthe/la-clandestine/11157214","absinthe","La Clandestine","99.25","Suisse",,,,,,"Distillerie Artemisia","Vert(e)","53 %",,"0000-00-00 00:00:00"
"9","http://www.saq.com/page/fr/saqcom/absinthe/larusee-bleue/12338527","absinthe","Larusée Bleue","99","Suisse",,,,,,"Larusée","Blanche","55 %",,"0000-00-00 00:00:00"
"10","http://www.saq.com/page/fr/saqcom/absinthe/larusee-verte/12338578","absinthe","Larusée Verte","120","Suisse",,,,,,"Larusée","Vert(e)","65 %",,"0000-00-00 00:00:00"
"11","http://www.saq.com/page/fr/saqcom/absinthe/les-fils-demile-pernot-absinthe-bourgeois/12250971","absinthe","Les fils d'Emile Pernot Absinthe Bourgeois","58","France",,,,,,"Distillerie Emile Pernot","Vert(e)","55 %",,"0000-00-00 00:00:00"
"12","http://www.saq.com/page/fr/saqcom/absinthe/libertine-absinthe/12107972","absinthe","Libertine Absinthe","96","Suisse",,,,,,"Die Grüne Fee",,"54 %",,"0000-00-00 00:00:00"
"13","http://www.saq.com/page/fr/saqcom/absinthe/lucid-absinthe/12345022","absinthe","Lucid Absinthe","65","France",,,,,,"Hood River Distillers Imports LLC","Vert(e)","62 %",,"0000-00-00 00:00:00"
"14","http://www.saq.com/page/fr/saqcom/absinthe/muse-de-france-coffret-le-coq-vert-avec-cuillere-a-absinthe/12345073","absinthe","Muse de France Coffret Le Coq Vert avec cuillère à absinthe","99","France",,,,,,"Muse de France","Vert(e)","65 %",,"0000-00-00 00:00:00"
"15","http://www.saq.com/page/fr/saqcom/absinthe/mythe-absinthe-69/10333538","absinthe","Mythe Absinthe 69","47.25","France",,,,,,"Élie-Arnaud Denoix","Vert(e)","69 %",,"0000-00-00 00:00:00"
"16","http://www.saq.com/page/fr/saqcom/absinthe/pernod/10447324","absinthe","Pernod","80","France",,,,,,"Pernod SA","Vert(e)","68 %",,"0000-00-00 00:00:00"
"17","http://www.saq.com/page/fr/saqcom/absinthe/taboo-genuine/11043882","absinthe","Taboo Genuine","58","Canada","Colombie-Britannique",,,,,"Okanagan Spirits","Vert(e)","60 %",,"0000-00-00 00:00:00"
"18","http://www.saq.com/page/fr/saqcom/absinthe/valkyria-absinthe-the-original-swedish/12345031","absinthe","Valkyria Absinthe The Original Swedish","80","Suède",,,,,,"Sankta Annas Bränneri AB","Vert(e)","68 %",,"0000-00-00 00:00:00"
"19","http://www.saq.com/page/fr/saqcom/absinthe/versinthe/598649","absinthe","Versinthe","38.25","France",,,,,,"Liquoristerie de Provence",,"45 %",,"0000-00-00 00:00:00"
"20","http://www.saq.com/page/fr/saqcom/absinthe/vieux-pontarlier-absinthe/11485091","absinthe","Vieux Pontarlier Absinthe","87","France",,,,,,"Distillerie Emile Pernot","Vert(e)","65 %",,"0000-00-00 00:00:00"
"29","http://www.saq.com/page/fr/saqcom/alcool-anise/floranis/11115196","alcool-anise","Floranis","35","France",,,,,,"S.V.S. La Martiniquaise",,"45 %",,"0000-00-00 00:00:00"
"30","http://www.saq.com/page/fr/saqcom/alcool-anise/marie-brizard/12442957","alcool-anise","Marie Brizard","24.4","France",,,,,,"Marie Brizard","Ambré(e)","25 %",,"0000-00-00 00:00:00"
"31","http://www.saq.com/page/fr/saqcom/alcool-anise/marie-brizard/27680","alcool-anise","Marie Brizard","23.5","France",,,,,,"Marie Brizard","Ambré(e)","25 %",,"0000-00-00 00:00:00"
"32","http://www.saq.com/page/fr/saqcom/alcool/doornkaat-schnapps/11728321","alcool","Doornkaat Schnapps","24.6","Allemagne",,,,,,"Berentzen Distillers",,"38 %",,"0000-00-00 00:00:00"
"33","http://www.saq.com/page/fr/saqcom/alcool/global-40-/12208765","alcool","Global 40 %","31","Canada","Québec",,,,,"Alcool Global",,"40 %",,"0000-00-00 00:00:00"
"34","http://www.saq.com/page/fr/saqcom/alcool/global-94-/12209012","alcool","Global 94 %","64.75","Canada","Québec",,,,,"Alcool Global",,"94 %",,"0000-00-00 00:00:00"
"35","http://www.saq.com/page/fr/saqcom/alcool/global-94-/90076","alcool","Global 94 %","24.75","Canada","Québec",,,,,"Alcool Global",,"94 %",,"0000-00-00 00:00:00"
"36","http://www.saq.com/page/fr/saqcom/alcool/gujinggong/12634730","alcool","Gujinggong","31","Chine",,,,,,"Gujinggong",,"50 %",,"0000-00-00 00:00:00"
"37","http://www.saq.com/page/fr/saqcom/alcool/kweichow-moutai-chiew/12448427","alcool","Kweichow Moutai Chiew","288","Chine",,,,,,"Guizhou Maotai Chiew I/E Co. Ltd","Blanche","53 %",,"0000-00-00 00:00:00"
"38","http://www.saq.com/page/fr/saqcom/alcool/kweichow-moutai-hanjiang-chiew/12629244","alcool","Kweichow Moutai Hanjiang Chiew","58","Chine",,,,,,"Guizhou Maotai Chiew I/E Co. Ltd",,"51 %",,"0000-00-00 00:00:00"
"39","http://www.saq.com/page/fr/saqcom/alcool/kweichow-moutai-jiabin-yingbin-chiew/12448401","alcool","Kweichow Moutai Jiabin Yingbin Chiew","75","Chine",,,,,,"Guizhou Maotai Chiew I/E Co. Ltd",,"53 %",,"0000-00-00 00:00:00"
"40","http://www.saq.com/page/fr/saqcom/alcool/moutai-yingbin-chiew/12102485","alcool","Moutai Yingbin Chiew","56","Chine",,,,,,"Guizhou Maotai Chiew I/E Co. Ltd","Blanche","43 %",,"0000-00-00 00:00:00"
"41","http://www.saq.com/page/fr/saqcom/alcool/schenley-40/11551756","alcool","Schenley 40%","28.2","Canada","Québec",,,,,"United Distillers Canada Inc.",,"40 %",,"0000-00-00 00:00:00"
"42","http://www.saq.com/page/fr/saqcom/alcool/wenjun-super/12102397","alcool","Wenjun Super","164","Chine",,,,,,"MHCS-Moet Hennessy Chain Supply",,"52 %",,"0000-00-00 00:00:00"
"45","http://www.saq.com/page/fr/saqcom/amontillado/sanchez-romate-old--plus-amontillado-xeres/11674895","amontillado","Sánchez Romate Old & Plus Amontillado Xérès","71","Espagne","Andalousie",,,"Denominación de origen (DO)",,"Sanchez Romate Hnos SA","Rouge","19 %","2.0 g/L","0000-00-00 00:00:00"
"46","http://www.saq.com/page/fr/saqcom/amontillado/tesoro-amontillado-medium-dry/32896","amontillado","Tesoro Amontillado Medium Dry","11.4","Espagne","Andalousie",,,"Denominación de origen (DO)",,"Marques del Real Tesoro SA","Blanc","20 %","38.0 g/L","0000-00-00 00:00:00"
"47","http://www.saq.com/page/fr/saqcom/aperitif-a-base-dartichaut/cynar/12332539","aperitif-a-base-dartichaut","Cynar","18.15","Italie",,,,,,"DCM SPA","Rouge","16,5 %",,"0000-00-00 00:00:00"
"48","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-gentiane/aperol/11639070","aperitif-a-base-de-gentiane","Aperol","22.8","Italie",,,,,,"Davide Campari","Orange","11 %",,"0000-00-00 00:00:00"
"49","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-gentiane/suze/471870","aperitif-a-base-de-gentiane","Suze","24.4","France",,,,,,"S.E.G.M.","Blanc","16 %",,"0000-00-00 00:00:00"
"50","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/bodegas-tradicion--amontilado-30-ans/12469869","aperitif-a-base-de-vin","Bodegas Tradicion  Amontilado 30 Ans","103","Espagne","Andalousie",,,,"Finos","Bodegas Tradicion","Brun(e)","19,5 %","4.1 g/L","0000-00-00 00:00:00"
"51","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/bodegas-tradicion-palo-cortado-30-ans/12470093","aperitif-a-base-de-vin","Bodegas Tradicion Palo Cortado 30 Ans","128","Espagne","Andalousie",,,,"Finos","Bodegas Tradicion","Brun(e)","19,5 %","4.4 g/L","0000-00-00 00:00:00"
"52","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/bodegas-tradicion-pedro-ximenez-20-ans/12469965","aperitif-a-base-de-vin","Bodegas Tradicion Pedro Ximenez 20 Ans","124","Espagne",,,,,,"Bodegas Tradicion","Brun(e)","15 %",">60 g/L","0000-00-00 00:00:00"
"53","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/bodegas-tradicion-xeres-fino-12-ans/12470181","aperitif-a-base-de-vin","Bodegas Tradicion Xeres Fino 12 Ans","57","Espagne",,,,,"Finos","Bodegas Tradicion","Ambré(e)","15 %","1.5 g/L","0000-00-00 00:00:00"
"54","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/byrrh-grand-quinquina/12389578","aperitif-a-base-de-vin","Byrrh Grand Quinquina","15.8","France",,,,,,"Cusenier Thuir","Rouge","18 %",,"0000-00-00 00:00:00"
"55","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/contratto/12619151","aperitif-a-base-de-vin","Contratto","38","Italie",,,,,,"Giuseppe Contratto srl","Rouge","17 %",,"0000-00-00 00:00:00"
"56","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/contratto/12619206","aperitif-a-base-de-vin","Contratto","38","Italie",,,,,,"Giuseppe Contratto srl","Jaune","17,5 %",,"0000-00-00 00:00:00"
"57","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/dubonnet-rouge/356","aperitif-a-base-de-vin","Dubonnet Rouge","12.25","France",,,,,,"S.E.G.M.","Rouge","14,8 %",">60 g/L","0000-00-00 00:00:00"
"58","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/lillet/10364406","aperitif-a-base-de-vin","Lillet","16.2","France",,,,,,"Lillet Frères","Rouge","17 %",">60 g/L","0000-00-00 00:00:00"
"59","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/lillet/953091","aperitif-a-base-de-vin","Lillet","16","France",,,,,,"Lillet Frères","Blanc","17 %",,"0000-00-00 00:00:00"
"60","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/lillet-rose/12212668","aperitif-a-base-de-vin","Lillet Rosé","15.8","France",,,,,,"Lillet Frères","Rosé","17 %",,"0000-00-00 00:00:00"
"61","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/sperone-cremovo/12971","aperitif-a-base-de-vin","Sperone Cremovo","11.85","Italie","Sicile",,,,,"Giacomo Sperone","Rouge","16 %",,"0000-00-00 00:00:00"
"62","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/st-raphael/2337","aperitif-a-base-de-vin","St-Raphaël","11.75","France",,,,,,"Société St-Raphaël","Rouge","16 %",">60 g/L","0000-00-00 00:00:00"
"63","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/st-raphael-dore/11185012","aperitif-a-base-de-vin","St-Raphaël Doré","14.95","France",,,,,,"Société St-Raphaël","Doré(e)","16 %",">60 g/L","0000-00-00 00:00:00"
"64","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/st-raphael-dore/4655","aperitif-a-base-de-vin","St-Raphaël Doré","12.25","France",,,,,,"Société St-Raphaël","Blanc","16 %",,"0000-00-00 00:00:00"
"65","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/st-raphael-rouge/11185021","aperitif-a-base-de-vin","St-Raphaël Rouge","13.95","France",,,,,,"Société St-Raphaël","Rouge","16 %",">60 g/L","0000-00-00 00:00:00"
"66","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/vignoble-de-la-bauge-les-folies-du-vigneron/11440351","aperitif-a-base-de-vin","Vignoble de la Bauge Les Folies du Vigneron","15.9","Canada","Québec","Cantons de l'Est",,,,"Vignoble de la Bauge","Blanc","15,5 %",">60 g/L","0000-00-00 00:00:00"
"67","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/vignoble-de-lisle-de-bacchus-le-kir-de/12204115","aperitif-a-base-de-vin","Vignoble de l'Isle de Bacchus, Le Kir de","14.9","Canada","Québec",,,,,"Vignoble Isle de Bacchus","Rosé","12 %",,"0000-00-00 00:00:00"
"68","http://www.saq.com/page/fr/saqcom/aperitif-a-base-de-vin/vilmart--cie-ratafia/12679372","aperitif-a-base-de-vin","Vilmart & Cie Ratafia","63","France",,,,,,"Champagne Vilmart & Cie.","Ambré(e)","18 %","130 g/L","0000-00-00 00:00:00"
"69","http://www.saq.com/page/fr/saqcom/aperitif/domaine-labranche-2014/12204916","aperitif","Domaine Labranche 2014","25","Canada","Québec","Montérégie",,,,"Domaine Labranche","Ambré(e)","12 %","160 g/L","0000-00-00 00:00:00"
"70","http://www.saq.com/page/fr/saqcom/aperitif/domaine-labranche-2014/12204924","aperitif","Domaine Labranche 2014","18","Canada","Québec","Montérégie",,,,"Domaine Labranche","Ambré(e)","12 %","32 g/L","0000-00-00 00:00:00"
"71","http://www.saq.com/page/fr/saqcom/aperitif/vin-derable-petillant-labranche-2014/12502761","aperitif","Vin d’érable pétillant Labranche 2014","20","Canada","Québec","Montérégie",,,,"Domaine Labranche","Ambré(e)","12,5 %",,"0000-00-00 00:00:00"
"72","http://www.saq.com/page/fr/saqcom/arak/abou-akl/452706","arak","Abou Akl","25.1","Liban",,,,,,"Abou Akl","Blanc","48 %",,"0000-00-00 00:00:00"
"73","http://www.saq.com/page/fr/saqcom/arak/askalon-extra-fine/10678894","arak","Askalon Extra Fine","27.85","Israël",,,,,,"Carmei ZVI - Segal Bros Ltd.","Blanc","40 %",,"0000-00-00 00:00:00"
"74","http://www.saq.com/page/fr/saqcom/arak/chateau-de-kefraya/560110","arak","Château de Kefraya","47.5","Liban",,,,,,"Château Kefraya",,"53 %",,"0000-00-00 00:00:00"
"75","http://www.saq.com/page/fr/saqcom/arak/chateau-de-kefraya/584326","arak","Château de Kefraya","26.95","Liban",,,,,,"Château Kefraya","Blanc","52,2 %",,"0000-00-00 00:00:00"
"76","http://www.saq.com/page/fr/saqcom/arak/chateau-ksara-ksarak/471342","arak","Château Ksara Ksarak","40.25","Liban",,,,,,"Château Ksara","Blanc","53 %",,"0000-00-00 00:00:00"
"77","http://www.saq.com/page/fr/saqcom/arak/domaine-des-tourelles-arak-brun/701714","arak","Domaine des Tourelles Arak Brun","42","Liban",,,,,,"Domaine des Tourelles - Pierre Brun","Blanc","53 %",,"0000-00-00 00:00:00"
"78","http://www.saq.com/page/fr/saqcom/arak/el-massaya/10761348","arak","El Massaya","32","Liban",,,,,,"Massaya & Co S.A.L.","Blanc","53 %",,"0000-00-00 00:00:00"
"79","http://www.saq.com/page/fr/saqcom/arak/fakra/488700","arak","Fakra","44.75","Liban",,,,,,"Fakra Trading & Industries","Blanc","55 %",,"0000-00-00 00:00:00"
"80","http://www.saq.com/page/fr/saqcom/arak/fakra/612366","arak","Fakra","23.75","Liban",,,,,,"Fakra Trading & Industries","Blanc","55 %",,"0000-00-00 00:00:00"
"81","http://www.saq.com/page/fr/saqcom/arak/fakra-al-shallal/10251786","arak","Fakra Al Shallal","25.75","Liban",,,,,,"Fakra Trading","Blanc","50 %",,"0000-00-00 00:00:00"
"82","http://www.saq.com/page/fr/saqcom/arak/gantous--abou-raad/306431","arak","Gantous & Abou Raad","32.5","Liban",,,,,,"Solifed SARL","Blanc","50 %",,"0000-00-00 00:00:00"
"83","http://www.saq.com/page/fr/saqcom/arak/gantous--abou-raad/567321","arak","Gantous & Abou Raad","15.2","Liban",,,,,,"Solifed SARL","Blanc","50 %",,"0000-00-00 00:00:00"
"84","http://www.saq.com/page/fr/saqcom/arak/kawar/11860137","arak","Kawar","30.75","Israël",,,,,,"Sons of Baheej Kawar Ltd.",,"45 %",,"0000-00-00 00:00:00"
"85","http://www.saq.com/page/fr/saqcom/arak/tazka-crystal/11156490","arak","Tazka Crystal","35.75","Liban",,,,,,"Rifan Group",,"53 %",,"0000-00-00 00:00:00"
"86","http://www.saq.com/page/fr/saqcom/arak/touma/884643","arak","Touma","34.75","Liban",,,,,,"R.T. Touma & Frères","Blanc","50 %",,"0000-00-00 00:00:00"
"87","http://www.saq.com/page/fr/saqcom/autres-muscats/boplaas-muscadel-2012/11036893","autres-muscats","Boplaas Muscadel 2012","16.3","Afrique du Sud","Western Cape","Klein-Karoo",,"Wine of origin (WO)",,"Boplaas Cellar","Blanc","16,5 %",">60 g/L","0000-00-00 00:00:00"
"88","http://www.saq.com/page/fr/saqcom/autres-muscats/clos-bagatelle-muscat-petits-grains-2010/733246","autres-muscats","Clos Bagatelle Muscat Petits Grains 2010","18.45","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"Clos Bagatelle","Blanc","15 %",">60 g/L","0000-00-00 00:00:00"
"89","http://www.saq.com/page/fr/saqcom/autres-muscats/dona-dolca-moscatel-valencia/11096618","autres-muscats","Dona Dolça Moscatel Valençia","14.5","Espagne","Valencia",,,"Denominación de origen (DO)",,"BCLB de Turis","Blanc","15 %",">60 g/L","0000-00-00 00:00:00"
"90","http://www.saq.com/page/fr/saqcom/autres-muscats/massandra-muscat-2010/11800548","autres-muscats","Massandra Muscat 2010","20.1","Ukraine","Krym (Crimée)","Kacha",,"Vin de table (VDT)",,"Massandra","Blanc","16 %",">60 g/L","0000-00-00 00:00:00"
"91","http://www.saq.com/page/fr/saqcom/autres-muscats/terre-rouge-muscat-a-petits-grains-2008/11576970","autres-muscats","Terre Rouge Muscat à Petits Grains 2008","24.8","États-Unis","Californie","Amador",,"American Viticultural Areas (AVA)",,"Domaine de la Terre Rouge","Blanc","16,5 %",">60 g/L","0000-00-00 00:00:00"
"92","http://www.saq.com/page/fr/saqcom/autres-muscats/yalumba-museum-muscat/10366495","autres-muscats","Yalumba Museum Muscat","24.75","Australie","Australie-Méridionale",,,"Vin de table (VDT)",,"Yalumba Wines","Rouge","18 %",">60 g/L","0000-00-00 00:00:00"
"93","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/alain-brumont-frimaire-1996/739631","autres-vins-de-dessert","Alain Brumont Frimaire 1996","85.25","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Alain Brumont","Blanc","14 %",">30 g/L","0000-00-00 00:00:00"
"94","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/albert-mann-pinot-gris-altenbourg-vendanges-tardives-2011/11967760","autres-vins-de-dessert","Albert Mann Pinot gris Altenbourg Vendanges Tardives 2011","67","France","Alsace",,,"Appellation origine controlée (AOC)","Vendanges tardives","Domaine Albert Mann","Blanc","12,5 %",,"0000-00-00 00:00:00"
"95","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/bartenura-malvasia-salento-2014/11386009","autres-vins-de-dessert","Bartenura Malvasia Salento 2014","21.45","Italie","Les Pouilles",,,"Indicazione geographica tipica (IGT)",,"Bartenura Wines","Rouge","5 %",">60 g/L","0000-00-00 00:00:00"
"96","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/bartenura-moscato-2014/10518962","autres-vins-de-dessert","Bartenura Moscato 2014","19.9","Italie","Lombardie",,,"Indicazione geographica tipica (IGT)",,"Bartenura Wines","Blanc","5 %","100 g/L","0000-00-00 00:00:00"
"97","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/benanti-il-musico-moscato-passito-2008/11579901","autres-vins-de-dessert","Benanti Il Musico Moscato Passito 2008","32","Italie","Sicile",,,"Indicazione geographica tipica (IGT)","Passito","Azienda Vinicola Benanti SRL","Blanc","10 %",,"0000-00-00 00:00:00"
"98","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/beni-di-batasiolo-muscatel-tardi-2011/10366321","autres-vins-de-dessert","Beni di Batasiolo Muscatel Tardi 2011","32","Italie","Piémont",,,"Denominazione Origine Contr. Italie",,"Batasiolo SPA (VP)","Blanc","12,5 %",">30 g/L","0000-00-00 00:00:00"
"99","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/bera-moscato-dasti-2011/11943830","autres-vins-de-dessert","Bera Moscato D'Asti 2011","19.2","Italie","Piémont",,,"Denominazione di origine controllata e garantita (DOCG)","Frizzante naturale","Azienda Agricola Bera","Blanc","5 %",">60 g/L","0000-00-00 00:00:00"
"100","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/carlo-pellegrino-passito-di-pantelleria-2014/742254","autres-vins-de-dessert","Carlo Pellegrino Passito di Pantelleria 2014","23.45","Italie","Sicile",,,"Denominazione Origine Contr. Italie",,"Carlo Pellegrino & Co.","Blanc","15 %",,"0000-00-00 00:00:00"
"101","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/carugate-la-perlara-recioto-di-soave-2007/10689163","autres-vins-de-dessert","Ca'Rugate La Perlara Recioto di Soave 2007","41","Italie","Vénétie",,,"Denominazione di origine controllata e garantita (DOCG)",,"Azienda Agricola Ca' Rugate","Blanc","13,5 %",">30 g/L","0000-00-00 00:00:00"
"102","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/carugate-la-perlara-recioto-di-soave-2009/10367033","autres-vins-de-dessert","Ca'Rugate La Perlara Recioto di Soave 2009","39.25","Italie","Vénétie",,,"Denominazione di origine controllata e garantita (DOCG)",,"Azienda Agricola Ca' Rugate","Blanc","13,5 %",">60 g/L","0000-00-00 00:00:00"
"103","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/castello-banfi-florus-vendemnia-tardiva-2005/10809954","autres-vins-de-dessert","Castello Banfi Florus Vendemnia Tardiva 2005","27.55","Italie","Toscane",,,"Denominazione Origine Contr. Italie",,"Castello Banfi","Blanc","14 %",">30 g/L","0000-00-00 00:00:00"
"104","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/castello-di-brolio-vin-santo-2004/10837761","autres-vins-de-dessert","Castello di Brolio Vin Santo 2004","41.25","Italie","Toscane",,,"Denominazione Origine Contr. Italie",,"Barone Ricasoli SPA Agricola","Blanc","17,5 %",">60 g/L","0000-00-00 00:00:00"
"105","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/castello-di-pomino-vendemmia-tardiva-2006/10322089","autres-vins-de-dessert","Castello di Pomino Vendemmia Tardiva 2006","30.75","Italie","Toscane",,,"Denominazione Origine Contr. Italie",,"Marchesi de Frescobaldi","Blanc","13,5 %",">60 g/L","0000-00-00 00:00:00"
"106","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/causse-marines-grain-de-folie-2014/866236","autres-vins-de-dessert","Causse Marines Grain De Folie 2014","24.7","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Patrice Lescarret","Blanc","12,5 %",">60 g/L","0000-00-00 00:00:00"
"107","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-1996/10256915","autres-vins-de-dessert","Château Climens 1996","178","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","12,5 %",,"0000-00-00 00:00:00"
"108","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-1997/867929","autres-vins-de-dessert","Château Climens 1997","321","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","14 %",,"0000-00-00 00:00:00"
"109","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2000/10257002","autres-vins-de-dessert","Château Climens 2000","365.5","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","12,5 %",,"0000-00-00 00:00:00"
"110","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2000/10257011","autres-vins-de-dessert","Château Climens 2000","806","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","12,5 %",,"0000-00-00 00:00:00"
"111","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2002/10241975","autres-vins-de-dessert","Château Climens 2002","249.5","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","12,5 %",,"0000-00-00 00:00:00"
"112","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2006/10850068","autres-vins-de-dessert","Château Climens 2006","159","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13,5 %",,"0000-00-00 00:00:00"
"113","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2006/11266390","autres-vins-de-dessert","Château Climens 2006","159","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13,5 %",,"0000-00-00 00:00:00"
"114","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2008/11177637","autres-vins-de-dessert","Château Climens 2008","158","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13 %",,"0000-00-00 00:00:00"
"115","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2009/11402460","autres-vins-de-dessert","Château Climens 2009","92","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13 %",">60 g/L","0000-00-00 00:00:00"
"116","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-2010/11519289","autres-vins-de-dessert","Château Climens 2010","185","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13 %",,"0000-00-00 00:00:00"
"117","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-premier-cru-classe-2013/12380864","autres-vins-de-dessert","Château Climens Premier Cru Classé 2013","94","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13 %",,"0000-00-00 00:00:00"
"118","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-climens-premier-cru-classe-2013/12380881","autres-vins-de-dessert","Château Climens Premier Cru Classé 2013","46","France","Bordeaux",,,"Appellation origine controlée (AOC)","1er cru classé","SF du Château Climens","Blanc","13 %",,"0000-00-00 00:00:00"
"119","http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/chateau-coulac-2010/180166","autres-vins-de-dessert","Château Coulac 2010","23.6","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Despujols","Blanc","13 %",">60 g/L","0000-00-00 00:00:00"
