item_number,item_description,category,category_name,vendor_name,bottle_volume_ml,state_bottle_cost,state_bottle_retail
77268,"ICE 101 RED",1081300,"AMERICAN CORDIALS & LIQUEURS","SAZERAC COMPANY  INC",750,8.75,13.13
34839,"SVEDKA CITRON",1032200,"IMPORTED FLAVORED VODKA","CONSTELLATION BRANDS INC",750,8.00,12.00
76477,"MR BOSTON MELON",1081400,"AMERICAN SCHNAPPS","SAZERAC COMPANY  INC",1000,5.00,7.50
46606,"MODERN MATRIARCH AMBER RUM",1062100,"GOLD RUM","MODERN MATRIARCH",750,15.00,22.50
40313,"NEW AMSTERDAM PEACH",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",1750,14.00,21.00
63283,"ON THE ROCKS COCKTAILS HORNITOS MARGARITA",1071100,"COCKTAILS/RTD","JIM BEAM BRANDS",200,3.73,5.60
73135,"RANCH ROAD HARD HOPS IMPERIAL",1011100,"BLENDED WHISKIES","BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY",750,23.33,35.00
WOODY CREEK DISTILLERS LLC,"26782",WARREN,"1011200","684",6,750,25.00
89099,"CAZADORES ANEJO",1022200,"100% AGAVE TEQUILA","BACARDI USA INC",750,23.33,35.00
BOOT HILL DISTILLERY LLC,"999921",POLK,"1011200","556",6,750,27.50
28088,"BEEFEATER GIN",1042100,"IMPORTED DRY GINS","PERNOD RICARD USA",1750,22.49,33.74
FOUR ROSES DISTILLERY,"18348",LINN,"1011200","184",6,750,17.50
16466,"1792 BOTTLED IN BOND BOURBON",1700000,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",750,20.00,30.00
76067,"MIDNIGHT MOON WATERMELON MINI",1091300,"NEUTRAL GRAIN SPIRITS FLAVORED","PIEDMONT DISTILLERS INC",50,17.16,25.74
68049,"BAILEYS VANILLA CINNAMON",1081200,"CREAM LIQUEURS","DIAGEO AMERICAS",750,16.49,24.74
80024,"BLUE CHAIR BAY BANANA RUM CREAM",1062500,"FLAVORED RUM","MHW LTD",750,10.49,15.74
986771,"OLE SMOKY WHITE LIGHTNIN' MOONSHINE",1091000,"AMERICAN DISTILLED SPIRITS SPECIALTY","OLE SMOKY DISTILLERY LLC",750,11.00,16.50
43237,"PARROT BAY STRAWBERRY",1062500,"FLAVORED RUM","SAZERAC COMPANY  INC",750,6.50,9.75
26827,"JACK DANIELS OLD #7 BLACK LABEL",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",1000,19.76,29.64
15526,"BUSHMILLS BLACK BUSH IRISH WHISKEY",1012400,"IRISH WHISKIES","PROXIMO",750,20.90,31.35
20920,"OLD TUB",1701100,"TEMPORARY & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,12.50,18.75
49188,"REMY MARTIN VSOP",1052100,"IMPORTED BRANDIES","REMY COINTREAU USA INC",1750,53.96,80.94
17566,"DAVID NICHOLSON 1843 BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO INC",750,15.00,22.50
903037,"SOOH AGAVERO LIQUEUR",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","PROXIMO",750,17.50,26.25
W J DEUTSCH & SONS LTD,"34598",POLK,"1032100","978",6,1750,12.34
65451,"GREY GOOSE STRAWBERRY & LEMONGRASS",1032100,"IMPORTED VODKAS","BACARDI USA INC",750,15.00,22.50
36354,"HEROES VODKA",1031100,"AMERICAN VODKAS","RS LIPMAN COMPANY LLC",750,6.66,9.99
987514,"KIRKLAND SIGNATURE FRENCH VODKA",1032100,"IMPORTED VODKAS","MISA IMPORTS INC",1750,11.69,17.54
57051,"BARTON LONG ISLAND ICED TEA",1071100,"COCKTAILS/RTD","SAZERAC COMPANY  INC",1000,4.10,6.15
35313,"BARTON VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",200,1.13,1.70
88188,"OLMECA ALTOS PLATA",1022200,"100% AGAVE TEQUILA","PERNOD RICARD USA",1750,24.98,37.47
389,"REMY COINTREAU USA INC",97,"WOODBURY","IMPORTED BRANDIES",REMY MARTIN VSOP,12,750
8827,"LAUDERS",1012200,"SCOTCH WHISKIES","SAZERAC COMPANY  INC",1000,6.14,9.21
22215,"WOODFORD RESERVE",1011200,"STRAIGHT BOURBON WHISKIES","BROWN FORMAN CORP.",750,22.49,33.74
37273,"E.T. 51 PREMIUM VODKA MINI",1032100,"IMPORTED VODKAS","AMERICAN SPIRITS EXCHANGE",50,114.24,171.36
58899,"JOSE CUERVO AUTHENTIC ORANGE PINEAPPLE MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",1750,8.74,13.11
39301,"REVELTON HONEY VODKA MINI",1031200,"AMERICAN FLAVORED VODKA","REVELTON DISTILLING COMPANY",50,14.40,21.60
34014,"ABSOLUT APEACH",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",750,9.99,14.99
44657,"LADY BLIGH SPICED RUM",1062400,"SPICED RUM","LUXCO INC",1000,6.75,10.13
88363,"CINCORO REPOSADO TEQUILA",1022200,"100% AGAVE TEQUILA","PARK STREET IMPORTS",750,50.00,75.00
67524,"KAHLUA COFFEE",1081100,"COFFEE LIQUEURS","PERNOD RICARD USA",375,6.74,10.11
53645,"CEDAR RIDGE FRUIT BRANDY",1051100,"AMERICAN BRANDIES","CEDAR RIDGE VINEYARDS LL",750,20.00,30.00
101641,"CODY ROAD SIX SHOOTER VARIETY PACK MINIS",1011100,"BLENDED WHISKIES","MISSISSIPPI RIVER DISTIL",50,9.00,13.50
37880,"SEAGRAMS EXTRA SMOOTH VODKA",1031100,"AMERICAN VODKAS","INFINIUM SPIRITS",200,1.76,2.64
DEHNER DISTILLERY,"30305",WAPELLO,"1041100","229",12,1000,3.50
27138,"CODY ROAD SINGLE BARREL RYE",1011600,"STRAIGHT RYE WHISKIES","MISSISSIPPI RIVER DISTIL",750,25.00,37.50
16120,"SHINOBU BLENDED WHISKY",1011100,"BLENDED WHISKIES","CNS IMPORTS; FOUR SEASONS TRADING; CNS WINE & SPIRITS",750,28.00,42.00
37305,"PERMA FROST SCHNAPPS MINI",1081300,"AMERICAN CORDIALS & LIQUEURS","SAZERAC COMPANY  INC",50,4.30,6.45
80700,"DEKUYPER PEPPERMINT 60� PET",1701100,"TEMPORARY & SPECIALTY PACKAGES","JIM BEAM BRANDS",1000,7.87,11.81
14524,"REVEL STOKE BLACKBERRY",1012100,"CANADIAN WHISKIES","PHILLIPS BEVERAGE",200,1.67,2.51
101472,"99 BRAND ADULT VARIETY TRICK & TREAT BAG",1701100,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",50,51.66,77.49
34001,"ABSOLUT SWEDISH VODKA 80PRF MINI",1032100,"IMPORTED VODKAS","PERNOD RICARD USA",50,7.92,11.88
101296,"WHISTLEPIG 6YR PIGGYBACK RYE",1011600,"STRAIGHT RYE WHISKIES","GOAMERICAGO BEVERAGES LLC / WHISTLEPIG",50,49.41,74.12
987160,"SOOH MILLET ARMAGNAC VSOP",1052100,"IMPORTED BRANDIES","BEST CASE WINES LLC",750,28.00,42.00
78456,"PARAMOUNT CREME DE CACAO DARK",1081300,"AMERICAN CORDIALS & LIQUEURS","LUXCO INC",750,5.00,7.50
CALIFORNIA TEQUILA INC,"89000",POLK,"1022200","736",6,750,61.00
STOLI GROUP,"34729",POLK,"1032100","277",6,750,24.99
33181,"REVELTON MULBERRY GIN MINI",1041200,"FLAVORED GIN","REVELTON DISTILLING COMPANY",50,16.80,25.20
903203,"SOOH HENRY MCKENNA KY STR BOURBON SOUR MASH",1901200,"SPECIAL ORDER ITEMS","HEAVEN HILL BRANDS",750,7.50,11.25
14492,"REVEL STOKE ROASTED PECAN MINI",1012100,"CANADIAN WHISKIES","PHILLIPS BEVERAGE",50,4.60,6.90
80486,"TIPPY COW ORANGE CREAM",1081200,"CREAM LIQUEURS","E & J GALLO WINERY",750,11.00,16.50
36258,"DEHNER DISTILLERY VODKA",1031100,"AMERICAN VODKAS","DEHNER DISTILLERY",750,5.00,7.50
PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,"906307",POLK,"1012300","363",6,750,45.00
33467,"ABSOLUT LIME",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",750,9.99,14.99
27318,"TWO JAYS IOWA CORN WHISKEY",1011100,"BLENDED WHISKIES","BROADBENT VENTURES LLC",750,13.87,20.81
68031,"BAILEYS ORIGINAL IRISH CREAM MINI",1081200,"CREAM LIQUEURS","DIAGEO AMERICAS",1000,29.80,44.70
36733,"GRAYS PEAK VODKA",1031100,"AMERICAN VODKAS","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",1750,15.00,22.50
37259,"GOTCHA VODKA",1031100,"AMERICAN VODKAS","DEHNER DISTILLERY",1750,6.50,9.75
40821,"SKYY INFUSIONS PINEAPPLE",1031200,"AMERICAN FLAVORED VODKA","CAMPARI AMERICA",750,7.50,11.25
80445,"SOMRUS COFFEE CREAM LIQUEUR",1081200,"CREAM LIQUEURS","STOLLER IMPORTS INC / MARSALLE COMPANY",750,12.50,18.75
15606,"GREEN SPOT",1012400,"IRISH WHISKIES","PERNOD RICARD USA",750,34.98,52.47
5247,"HIGHLAND PARK 12YR VIKING HONOUR",1012300,"SINGLE MALT SCOTCH","EDRINGTON GROUP USA LLC",750,27.56,41.34
43120,"BACARDI SUPERIOR PET",1062200,"WHITE RUM","BACARDI USA INC",1750,15.00,22.50
34007,"ABSOLUT SWEDISH VODKA 80PRF",1032100,"IMPORTED VODKAS","PERNOD RICARD USA",1000,14.99,22.49
28032,"BROWN SUGAR BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO INC",750,10.00,15.00
15621,"JAMESON MINI",1012400,"IRISH WHISKIES","PERNOD RICARD USA",50,9.90,14.85
28893,"BOMBAY BRAMBLE",1042100,"IMPORTED DRY GINS","BACARDI USA INC",750,13.50,20.25
43100,"BACARDI MANGO FUSION",1062500,"FLAVORED RUM","BACARDI USA INC",1750,15.00,22.50
87063,"OLE SMOKY PEANUT BUTTER WHISKEY MINI",1011400,"TENNESSEE WHISKIES","OLE SMOKY DISTILLERY LLC",50,17.50,26.25
19235,"KNOB CREEK SINGLE BARREL RESERVE",1011300,"SINGLE BARREL BOURBON WHISKIES","JIM BEAM BRANDS",750,27.33,41.00
986492,"THOMAS S. MOORE CHARDONNARY CASK EXTENDED CASK FINISH DNO",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC COMPANY  INC",750,35.00,52.50
5885,"GLEN MORAY CABERNET",1012300,"SINGLE MALT SCOTCH","SAZERAC COMPANY  INC",750,17.84,26.76
42167,"MYERS'S ORIGINAL DARK RUM",1062300,"AGED DARK RUM","SAZERAC COMPANY  INC",1000,13.00,19.50
86673,"JACK DANIELS TENNESSEE HONEY",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",1750,31.72,47.58
80421,"PENNSYLVANIA DUTCH PUMPKIN CREAM",1701100,"TEMPORARY & SPECIALTY PACKAGES","CHARLES JACQUIN ET CIE",750,5.04,7.56
57121,"CHI-CHI'S MAI TAI",1071100,"COCKTAILS/RTD","SAZERAC COMPANY  INC",1750,6.50,9.75
4656,"BUNNAHABHAIN 12YR",1012300,"SINGLE MALT SCOTCH","PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL",750,41.50,62.25
BEST CASE WINES LLC,"994875",POLK,"1052100","283",12,750,20.00
928194,"SECOND GLANCE AMERICAN WHISKEY",1011100,"BLENDED WHISKIES","SAVAGE & COOKE / SANTA CROCE LLC",750,26.67,40.01
46598,"MODERN MATRIARCH SILVER RUM",1062200,"WHITE RUM","MODERN MATRIARCH",750,13.00,19.50
101421,"RUSSELLS RESERVE W/ 50ML CAMPARI",1701100,"TEMPORARY & SPECIALTY PACKAGES","CAMPARI AMERICA",800,20.00,30.00
43984,"ADMIRAL NELSON CHERRY SPICED",1062500,"FLAVORED RUM","HEAVEN HILL BRANDS",750,6.00,9.00
26160,"BIRD DOG APPLE MINI",1011100,"BLENDED WHISKIES","WESTERN SPIRITS BEVERAGE",50,5.00,7.50
986494,"THOMAS S. MOORE PORT CASKS EXTENDED CASK FINISH DNO",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC COMPANY  INC",750,35.00,52.50
26661,"NEFARIOUS RYE WHISKEY",1011600,"STRAIGHT RYE WHISKIES","JDSO INC / RED BOOT DISTILLERY",750,17.50,26.25
18120,"EVAN WILLIAMS SINGLE BARREL",1011300,"SINGLE BARREL BOURBON WHISKIES","HEAVEN HILL BRANDS",750,15.50,23.25
29566,"BURNETT'S GIN LONDON DRY",1041100,"AMERICAN DRY GINS","HEAVEN HILL BRANDS",750,4.82,7.51
5596,"MCCLELLAND HIGHLAND",1012300,"SINGLE MALT SCOTCH","JIM BEAM BRANDS",750,20.00,30.00
FREDRICK WILDMAN & SON,"902536",POLK,"1901200","497",12,750,31.13
69618,"DR MCGILLICUDDYS BUTTERSCOTCH",1081300,"AMERICAN CORDIALS & LIQUEURS","SAZERAC COMPANY  INC",750,8.66,12.99
26758,"BLUE OX AMERICAN SPIRIT WHISKEY",1011100,"BLENDED WHISKIES","JDSO INC / RED BOOT DISTILLERY",1750,9.50,14.25
4084,"ABERLOUR 12YR",1012300,"SINGLE MALT SCOTCH","PERNOD RICARD USA",750,27.98,41.97
23981,"GOTCHA BLENDED WHISKEY",1011100,"BLENDED WHISKIES","DEHNER DISTILLERY",1000,4.39,6.59
86437,"SKREWBALL PEANUT BUTTER WHISKEY",1011100,"BLENDED WHISKIES","INFINIUM SPIRITS",200,5.00,7.50
15258,"WINDSOR CANADIAN BLACK CHERRY",1012100,"CANADIAN WHISKIES","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",1750,9.50,14.25
34436,"GREY GOOSE L'ORANGE",1032200,"IMPORTED FLAVORED VODKA","BACARDI USA INC",750,15.00,22.50
35947,"FLEISCHMANNS 80PRF VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",1000,3.50,5.25
66993,"21SEEDS CUCUMBER JALAPENO TEQUILA",1022100,"MIXTO TEQUILA","PARK STREET IMPORTS",750,20.00,30.00
965969,"SOOH AMARO MONTENEGRO",1082100,"IMPORTED CORDIALS & LIQUEURS","E & J GALLO WINERY",750,21.00,31.50
6052,"SHACKLETON",1012200,"SCOTCH WHISKIES","E & J GALLO WINERY",750,17.50,26.25
63261,"ON THE ROCKS COCKTAILS KNOB CREEK BOURBON OLD FASHIONED",1071100,"COCKTAILS/RTD","JIM BEAM BRANDS",100,1.86,2.79
JEM BEVERAGE COMPANY,"39839",LINN,"1031200","521",12,750,9.01
37630,"REVELTON VODKA",1031100,"AMERICAN VODKAS","REVELTON DISTILLING COMPANY",750,13.50,20.25
PALM BAY INTERNATIONAL,"942532",POLK,"1062300","357",6,750,21.67
72356,"BAILEYS ALMANDE",1081200,"CREAM LIQUEURS","DIAGEO AMERICAS",750,16.49,24.74
916093,"KUJIRA 20 YEAR SINGLE GRAIN RYUKYU WHISKY",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","CNS IMPORTS; FOUR SEASONS TRADING; CNS WINE & SPIRITS",750,228.66,342.99
911446,"JP WISERS RYE",1012100,"CANADIAN WHISKIES","SAZERAC COMPANY  INC",750,10.00,15.00
88652,"CODIGO 1530 TEQUILA REPOSADO",1022200,"100% AGAVE TEQUILA","PARK STREET IMPORTS",750,35.00,52.50
30527,"HAWKEYE GIN",1041100,"AMERICAN DRY GINS","LUXCO INC",1000,4.23,6.35
AMERICAN SPIRITS EXCHANGE,"17062",IDA,"1011600","118",6,750,23.34
927461,"SOOH BRECKENRIDGE BOURBON",1011100,"BLENDED WHISKIES","BRECKENRIDGE DISTILLERY",750,28.50,42.75
42610,"MAILBU TROPICAL BANANA",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,7.99,11.99
86375,"SHEEP DOG HOLIDAY MINIS",1701100,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",50,3.00,4.50
WORLD TRADE LIQUOR IMPORTS LLC,"86118",LINN,"1022200","439",6,750,67.50
67270,"YUKON JACK FIRE",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",750,9.25,13.88
989291,"KIRKLAND SIGNATURE IRISH CREAM",1081200,"CREAM LIQUEURS","MISA IMPORTS INC",1750,11.14,16.71
28704,"NOLETS SILVER GIN",1042100,"IMPORTED DRY GINS","DIAGEO AMERICAS",750,19.99,29.99
34877,"STOLI STRASBERI",1032200,"IMPORTED FLAVORED VODKA","STOLI GROUP",1000,15.97,23.96
"AMERICAN HERITAGE DISTILLERS," LLC / CENTURY FARMS DISTILLERY",CLAY,"1011700","594",CENTURY FARMS PRAIRIE STATES UNAGED HIGH PROOF CORN WHISKEY,12,750
27040,"HIGH WEST DOUBLE RYE",1011600,"STRAIGHT RYE WHISKIES","CONSTELLATION BRANDS INC",750,21.00,31.50
65430,"GOLDSCHLAGER BRICK OF GOLD MINIS",1701100,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",50,4.30,6.45
17659,"DOUBLE BARREL BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","ROCKY TOP INVESTMENTS / ROCK RIVER DISTILLATION",750,20.00,30.00
29728,"CALVERT GIN",1041100,"AMERICAN DRY GINS","LUXCO INC",1750,6.50,9.75
4000,"ABERFELDY 12YR",1012300,"SINGLE MALT SCOTCH","BACARDI USA INC",750,24.00,36.00
LONELY OAK DISTILLERY,"26789",POLK,"1011300","325",6,750,30.00
904552,"LEDAIG 10YR",1901200,"SPECIAL ORDER ITEMS","PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL",750,33.55,50.33
69667,"DR MCGILLICUDDYS VANILLA",1082200,"IMPORTED SCHNAPPS","SAZERAC COMPANY  INC",1000,11.00,16.50
26292,"REVELTON HONEY WHISKEY MINI",1011100,"BLENDED WHISKIES","REVELTON DISTILLING COMPANY",50,16.80,25.20
31983,"REVELTON AMERICAN GIN MINI",1041100,"AMERICAN DRY GINS","REVELTON DISTILLING COMPANY",50,16.80,25.20
65426,"LICOR 43",1082000,"IMPORTED CORDIALS & LIQUEURS","PARK STREET IMPORTS",750,14.10,21.15
100216,"TARANTULA AZUL HOLIDAY W/2 SHOT GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","MCCORMICK DISTILLING CO.",750,8.99,13.49
994876,"SOOH MORIN CALVADOS HORS D'AGE",1052100,"IMPORTED BRANDIES","BEST CASE WINES LLC",750,40.00,60.00
42599,"LEBLON CACHACA",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","BACARDI USA INC",750,18.34,27.51
903928,"WISERS DELUXE",1012100,"CANADIAN WHISKIES","SAZERAC COMPANY  INC",750,9.49,14.24
63260,"ON THE ROCKS COCKTAILS HORNITOS MARGARITA",1071100,"COCKTAILS/RTD","JIM BEAM BRANDS",100,1.86,2.79
43507,"HAVANA CLUB ANEJO BLANCO",1062200,"WHITE RUM","BACARDI USA INC",750,10.00,15.00
12467,"CANADIAN MIST WHISKY",1012100,"CANADIAN WHISKIES","SAZERAC COMPANY  INC",1000,6.63,9.95
66518,"RUMHAVEN",1062200,"WHITE RUM","E & J GALLO WINERY",750,8.50,12.75
916018,"PAUL JOHN EDITED",1012300,"SINGLE MALT SCOTCH","SAZERAC COMPANY  INC",750,30.00,45.00
988063,"MEMBERS MARK SILVER TEQUILA",1022200,"100% AGAVE TEQUILA","SAZERAC COMPANY  INC",1750,14.54,21.81
89583,"MILAGRO REPOSADO",1022200,"100% AGAVE TEQUILA","WILLIAM GRANT & SONS INC",750,16.50,24.75
MARA IMPORTS,"87901",POLK,"1022200","580",6,750,50.00
987184,"BOZAL BARRIL MEZCAL RESERVA",1022300,"MEZCAL","3 BADGE CORPORATION",750,62.66,93.99
87030,"KAMIKI JAPANESE WHISKY",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","PARK STREET IMPORTS",750,38.88,58.32
926568,"RESILIENT BOURBON WHISKEY (BARREL STRENGTH)",1011200,"STRAIGHT BOURBON WHISKIES","AMERICAN SPIRITS EXCHANGE",750,66.67,100.01
77779,"WILD TURKEY AMERICAN HONEY",1081300,"AMERICAN CORDIALS & LIQUEURS","CAMPARI AMERICA",1750,19.50,29.25
46609,"NASSIF FAMILY RESERVE RUM",1062300,"AGED DARK RUM","CATS EYE DISTILLERY",750,20.50,30.75
3233,"AMARO MONTENEGRO W/ GLASS",1701100,"TEMPORARY & SPECIALTY PACKAGES","E & J GALLO WINERY",750,21.00,31.50
4381,"BALVENIE 21YR PORTWOOD",1012200,"SCOTCH WHISKIES","WILLIAM GRANT & SONS INC",750,150.00,225.00
76436,"OLD ST NICKS EGG NOG",1701100,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",750,3.64,5.46
101047,"FIREBALL CINNAMON WHISKEY PARTY COOLER",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",100,12.00,18.00
49509,"BADEL WILLIAMS PEAR BRANDY",1052100,"IMPORTED BRANDIES","GRAND PRIX BEVERAGE LLC",1000,18.00,27.00
4846,"DALWHINNIE 15YR SINGLE MALT SCOTCH",1012300,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,40.00,60.00
76075,"MIDNIGHT MOON DILL PICKLES",1091300,"NEUTRAL GRAIN SPIRITS FLAVORED","PIEDMONT DISTILLERS INC",750,11.50,17.25
12853,"RICH & RARE RESERVE MINI",1012100,"CANADIAN WHISKIES","SAZERAC COMPANY  INC",50,5.16,7.74
989210,"JOSE CUERVO RESERVA DE LA FAMILIA",1901200,"SPECIAL ORDER ITEMS","PROXIMO",750,95.00,142.50
"VALHALLA IMPORTS," LLC",POLK,"1062200","705",RUM FIRE,12,750
31979,"REVELTON BARREL RESTED GIN",1041100,"AMERICAN DRY GINS","REVELTON DISTILLING COMPANY",750,20.00,30.00
89234,"CORAZON ANEJO",1022100,"MIXTO TEQUILA","SAZERAC COMPANY  INC",750,15.00,22.50
30322,"GRAY WHALE GIN",1041100,"AMERICAN DRY GINS","W J DEUTSCH & SONS LTD",750,18.34,27.51
1051,"CHIVAS REGAL W/ 2 ROCK GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","PERNOD RICARD USA",750,19.98,29.97
57303,"BACARDI ISLAND PUNCH",1071100,"COCKTAILS/RTD","BACARDI USA INC",1750,9.53,14.30
935022,"VAN GOGH DOUBLE ESPRESSO",1032200,"IMPORTED FLAVORED VODKA","SAZERAC COMPANY  INC",750,13.17,19.76
15933,"WRITERS TEARS COPPER POT",1012400,"IRISH WHISKIES","HOTALING & CO",750,20.04,30.06
27250,"BALCONES BABY BLUE",1011700,"CORN WHISKIES","DAVOS BRANDS LLC",750,20.00,30.00
27832,"IOWA DISTILLING COMPANY STRAIGHT BOURBON WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","DUNKEL CORPORATION / IOWA DISTILLING",750,19.95,29.93
89470,"LUNAZUL REPOSADO",1022200,"100% AGAVE TEQUILA","HEAVEN HILL BRANDS",1750,20.00,30.00
902536,"CHARTREUSE YELLOW",1901200,"SPECIAL ORDER ITEMS","FREDRICK WILDMAN & SON",750,31.13,46.70
904586,"BUNNAHABHAIN STIUIREADAIR",1012300,"SINGLE MALT SCOTCH","PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL",750,24.98,37.47
39868,"SMIRNOFF 100PRF",1031100,"AMERICAN VODKAS","DIAGEO AMERICAS",1750,16.00,24.00
77848,"SMIRNOFF VANILLA",1031200,"AMERICAN FLAVORED VODKA","DIAGEO AMERICAS",1000,9.25,13.88
961220,"HOME SCHOOL BLOOD ORANGE MANHATTAN",1071100,"COCKTAILS/RTD","SAVAGE & COOKE / SANTA CROCE LLC",200,17.00,25.50
DEMERARA DISTILLERS (USA) INC.,"942404",POLK,"1062300","235",6,750,72.00
66306,"RAMAZZOTTI AMARO",1082100,"IMPORTED CORDIALS & LIQUEURS","CASTLE BRANDS",750,16.50,24.75
67357,"SVEDKA PURE INFUSIONS STRAWBERRY GUAVA VODKA",1032200,"IMPORTED FLAVORED VODKA","CONSTELLATION BRANDS INC",750,8.00,12.00
43636,"DIPLOMATICO MANTUANO",1062300,"AGED DARK RUM","E & J GALLO WINERY",750,13.50,20.25
984400,"SOOH 99 MANGOES MINI",1081400,"AMERICAN SCHNAPPS","SAZERAC COMPANY  INC",50,5.00,7.50
29993,"FIVE O'CLOCK GIN",1041100,"AMERICAN DRY GINS","LAIRD & COMPANY",200,1.20,1.80
37047,"GRAY DUCK VODKA",1031100,"AMERICAN VODKAS","GRAY DUCK SPIRITS LLC",1000,12.59,18.89
SHAW-ROSS INTERNATIONAL,"47649",LINN,"1052100","460",6,750,31.66
77956,"SMIRNOFF RED",1701100,"TEMPORARY & SPECIALTY PACKAGES","DIAGEO AMERICAS",12,750,8.25
36034,"PEARL PEACH",1031200,"AMERICAN FLAVORED VODKA","LUXCO INC",750,7.00,10.50
62920,"MR BOSTON HOLIDAY NOG",1700000,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",750,3.64,5.46
980374,"OLE SMOKY MOUNTAIN JAVA CREAM MOONSHINE",1091300,"NEUTRAL GRAIN SPIRITS FLAVORED","OLE SMOKY DISTILLERY LLC",750,12.50,18.75
15856,"REDBREAST 12YR",1012400,"IRISH WHISKIES","PERNOD RICARD USA",750,34.98,52.47
37178,"GO BIG VODKA",1031100,"AMERICAN VODKAS","JDSO INC / RED BOOT DISTILLERY",1750,7.00,10.50
989488,"MAESTRO DOBEL TEQUILA",1901200,"SPECIAL ORDER ITEMS","PROXIMO",750,25.00,37.50
26586,"GENTLEMAN JACK",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",750,20.01,30.02
26800,"JACK DANIELS 27 GOLD",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",750,49.98,74.97
917510,"SOOH CLYDE MAYS ALABAMA STYLE WHISKEY",1011100,"BLENDED WHISKIES","MHW LTD",750,16.92,25.38
32232,"SEAGRAMS EXTRA DRY GIN",1041100,"AMERICAN DRY GINS","PERNOD RICARD USA",100,0.97,1.46
987185,"BOZAL CENIZO MEZCAL",1022300,"MEZCAL","3 BADGE CORPORATION",750,39.33,59.00
26496,"BURN THE BOATS RYE WHISKEY",1011600,"STRAIGHT RYE WHISKIES","JDSO INC / RED BOOT DISTILLERY",750,17.50,26.25
935025,"VAN GOGH CHOCOLATE",1032000,"IMPORTED VODKAS","SAZERAC COMPANY  INC",750,12.00,18.00
34051,"ABSOLUT RASPBERRI",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",1000,14.99,22.49
902247,"SOOH LEROUX JEZNOWKA POLISH BLACKBERRY BRANDY",1052100,"IMPORTED BRANDIES","JIM BEAM BRANDS",750,6.30,9.45
57146,"CHI-CHI'S STRAWBERRY DAQUIRI",1071100,"COCKTAILS/RTD","SAZERAC COMPANY  INC",1750,6.50,9.75
966122,"SOOH PIERRE FERRAND DRY CURACAO",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","W J DEUTSCH & SONS LTD",750,17.30,25.95
29100,"AVIATION AMERICAN GIN MINI",1041100,"AMERICAN DRY GINS","DAVOS BRANDS LLC",50,78.00,117.00
23536,"OLD ELK BLENDED STRAIGHT BOURBON",1011100,"BLENDED WHISKIES","OLD ELK DISTILLERIES LLC",750,25.00,37.50
89150,"CABRITO REPOSADO",1022200,"100% AGAVE TEQUILA","PHILLIPS BEVERAGE",750,12.26,18.39
