id,name,country
"Q2638082","Hijos de Rivera","Spain"
"Q2638319","Brouwerij Callewaert","Belgium"
"Q2649044","Allgäuer Brewery","Germany"
"Q2651625","Brouwerij Anders!","Belgium"
"Q2651633","Altes Brauhaus","Germany"
"Q2663359","Brauerei Fohrenburg","Austria"
"Q2670277","Svaneke Bryghus","Denmark"
"Q2682652","Brewery Brunehaut","Belgium"
"Q2684279","De Koninck Brewery","Belgium"
"Q2685662","Brouwerij Loterbol","Belgium"
"Q2688067","Gruut brewery","Belgium"
"Q2689313","Pico brewery Alvinne","Belgium"
"Q2693970","Falkenkrug","Germany"
"Q2710940","Haller Löwenbräu","Germany"
"Q2649044","Allgäuer Brewery","German Reich"
"Q2728163","Gooische Bierbrouwerij","Netherlands"
"Q2732852","Brewery Strubbe","Belgium"
"Q2751525","De Ranke Brewery","Belgium"
"Q2753693","Küpper-Brauerei","Germany"
"Q2754546","Gulpener Brewery","Netherlands"
"Q2768133","Lupulus brewery","Belgium"
"Q2780761","Brewery Angerik","Belgium"
"Q2782232","Brasserie d'Écaussinnes","Belgium"
"Q2782244","Brouwerij Casino","Netherlands"
"Q2791168","Bosteels brewery","Belgium"
"Q2798725","Brewery De Graal","Belgium"
"Q2799401","Brasserie Du Bocq","Belgium"
"Q2800059","Schussenrieder Brauerei Ott","Germany"
"Q2800096","Schwarzbräu","Germany"
"Q2646603","Tauras","Lithuania"
"Q2809884","Zötler Brewery","Germany"
"Q2855164","Brasserie du Val de Sambre","Belgium"
"Q2865215","Brouwerij van Baasrode","Belgium"
"Q2882546","Banjalučka Pivara","Bosnia and Herzegovina"
"Q2894344","Belgh Brasse","Canada"
"Q2897076","Brouwerij Deca","Belgium"
"Q81427420","Veluwse Schavuyt","Netherlands"
"Q68170111","Brauerei J. G. Reif AG","German Reich"
"Q78506000","Safari Brewery","Czech Republic"
"Q92777229","Hirschbrauerei Schilling","Germany"
"Q95995075","Whistler Brewing Company","Canada"
"Q75976890","Brewery Klotzbücher","Germany"
"Q89686198","Olympic Brewery","Greece"
"Q81942766","Brauerei Kraus","Germany"
"Q72721929","Brauerei Bender","Germany"
"Q82001226","Brasserie Bouchoule","France"
"Q76282626","Herbsthäuser Brewery","Germany"
"Q73255294","Põhjala Brewery","Estonia"
"Q93499246","Ottenbräu","Germany"
"Q85403211","Mustanlahden Mietojuomatehdas","Finland"
"Q76385918","Mustalahti Brewery","Russian Empire"
"Q76385931","Onkiniemi Brewery","Russian Empire"
"Q73656427","Northspur Brewing Co.","United States"
"Q85521329","Stiegl-Brauwelt","Austria"
"Q85539415","Brouwerij Breda","Belgium"
"Q93765234","Stanislaus Brewskovitch","Netherlands"
"Q85425641","Gesellschaftsbrauerei Viechtach","Germany"
"Q70005591","Babben Brewery","Germany"
"Q70085624","Pivovar Nasavrky","Czech Republic"
"Q85403211","Mustanlahden Mietojuomatehdas","Russian Empire"
"Q85403531","Santalahden ja Onkiniemen Osake-Oluttehdas","Russian Empire"
"Q85747628","Blackstone Brewing Company","United States"
"Q67194762","Kronen-Brauerei Bruno Ermisch","Germany"
"Q70791409","Columbia Brewing Company, Tacoma","United States"
"Q91240662","old castle Hainewalde","Germany"
"Q74473658","Cervejaria Solmar, incluindo o património móvel integrado","Portugal"
"Q83380769","Bäcker Brewery","Brazil"
"Q70892622","Schultheiss-Brauerei (Prenzlauer Berg)","Germany"
"Q70926663","Open Water Brewery","Finland"
"Q83520228","Former brewery in Prudnik","Poland"
"Q67804698","Pivovar Kamenice","Czech Republic"
"Q91786669","Brouwerij De Neve","Belgium"
"Q67889987","Forschungsbrauerei Weihenstephan","Germany"
"Q71448503","MüllerBräu Baden AG","Switzerland"
"Q88778321","Schlossbrauerei Stein","Germany"
"Q86756254","Magic Rock Brewing","United Kingdom"
"Q75137140","Gnarly Barley Brewing Company",""
"Q95143891","Bierbrouwerij Wentersch","Netherlands"
"Q75326265","Saugatuck Brewing Company","United States"
"Q70893644","Tivoli-Brauerei","Germany"
"Q134879175","John Lovibond & Sons Ltd",""
"Q133458754","Parker County Brewing Company","United States"
"Q133826797","Lion Brewery Co","Singapore"
"Q134448435","Yale Terrace Brewery","United States"
"Q134487385","Readington Brewery","United States"
"Q134532055","Chiltern Valley Winery And Brewery","United Kingdom"
"Q134681150","Brouwerij 'De aker'","Netherlands"
"Q132657849","Siren Craft Brew","United Kingdom"
"Q132759934","Philip George & Co.","United Kingdom"
"Q125578806","Big Belly Brewing","Netherlands"
"Q125246026","Canadian Breweries Limited",""
"Q125755892","Willow Rock Brewing Company","United States"
"Q125758709","Brew York","United Kingdom"
"Q125758636","Murau Brewery","Austria"
"Q125779356","Brouwerij Maallust","Netherlands"
"Q125779339","De Bekeerde Suster","Netherlands"
"Q125779349","Duits & Lauret","Netherlands"
"Q125779352","Ramses Bier","Netherlands"
"Q124672046","Walhalla","Netherlands"
"Q124620906","Kaapse Brouwers","Netherlands"
"Q124625708","Kompaan","Netherlands"
"Q124632476","Crooked Spider","Netherlands"
"Q124632565","Moersleutel","Netherlands"
"Q124646359","Brewpub De Kromme Haring","Netherlands"
"Q124662583","Baxbier","Netherlands"
"Q124663040","Brouwerij Bliksem","Netherlands"
"Q124663647","Brouwerij Brouwerslokaal","Netherlands"
"Q124663583","Dutch Bargain","Netherlands"
"Q124666075","100 Watt","Netherlands"
"Q124666094","Lighttown Brewers","Netherlands"
"Q124666161","Stadsbrouwerij 013","Netherlands"
"Q124666148","Van Moll","Netherlands"
"Q125246022","Canadian Brewing Company","Canada"
"Q125390234","Fyne Ales","United Kingdom"
"Q125389952","Brewfist","Italy"
"Q125506784","Jonah Beer","Israel"
"Q125779378","Oedipus","Netherlands"
"Q125779382","Breugem Bier","Netherlands"
"Q125779402","Brouwerij Noordt","Netherlands"
"Q125779417","Bruut Bier","Netherlands"
"Q125779368","DAVO Bieren","Netherlands"
"Q125779476","Brouwerij Homeland","Netherlands"
"Q125779393","De Hollandse Pilsener Fabriek","Netherlands"
"Q125779413","Rigtersbier","Netherlands"
"Q125779467","Hooglander Bier","Netherlands"
"Q125779372","Othmar","Netherlands"
"Q137205345","Staggeringly Good","United Kingdom"
"Q137360789","Pillars Brewery","United Kingdom"
"Q137561503","Riebeck & Comp.","Germany"
"Q135402317","Bierbrouwerij Godschalx","Netherlands"
"Q135419022","Champion Brewing Company","United States"
"Q135419187","Random Row Brewing Company","United States"
"Q135412876","Brouwerij Maes (De Kroon)","Netherlands"
"Q135484475","Alingsås bryggeri","Sweden"
"Q135551664","Neptune Brewery","United Kingdom"
"Q135617108","Sperber-Bräu","Germany"
"Q135641618","Lidköpings Bryggeri","Sweden"
"Q135642259","Bryggeriet Örnen","Sweden"
"Q135642561","Bryggeriet Örnen","Sweden"
"Q135797944","Aeronaut Brewing Company","United States"
"Q137555955","Harvard Brewing Company",""
"Q135958652","SuperFly Brewing Co.","United States"
"Q136169052","Real American Beer","United States"
"Q136172441","Fierce Beer","United Kingdom"
"Q134972067","Brewery Betsy","Belgium"
"Q135533570","Track","United Kingdom"
"Q135412875","Brouwerij De Ridder","Netherlands"
"Q135212563","Jenbacher Brewery","Austria"
"Q135319346","John O'Groats Brewery & Tap Room","United Kingdom"
"Q136696392","Brouwerij 'De Ster'","Netherlands"
"Q136696398","Brouwerij ""De Sleutel""","Netherlands"
"Q21487093","Maku Brewing","Finland"
"Q21233556","Lucky Buddha Beer","People's Republic of China"
"Q21526007","Wiesbadener Kronen-Brauerei","Germany"
"Q21582246","Pinzgau Bräu","Austria"
"Q19310587","Union-Brauerei","Germany"
"Q19372658","Einstök","Iceland"
"Q19380292","Lundetangen Brewery","Norway"
"Q19393053","Trio Brewery","Norway"
"Q19372263","Cervecería Nacional","Panama"
"Q19509611","La Salve Bilbao","Spain"
"Q19572232","Iron Horse Brewery","United States"
"Q19631054","Brewery Saudan","Belgium"
"Q19631009","De Friese Bierbrouwerij","Netherlands"
"Q19645951","Lao Asia Pacific Brewery","Laos"
"Q19759781","Līvu Alus","Latvia"
"Q19863969","Abbey Brewing Company","United States"
"Q19865277","Fat Head's Brewery","United States"
"Q19867090","Dangerous Man Brewing Company","United States"
"Q19877213","Power's Brewery","Australia"
"Q19654839","Eden Brewery, Penrith",""
"Q19880991","Jester King Brewery","United States"
"Q19881102","Joseph Knoble Brewery","United States"
"Q19878808","Hogsback Brewing Company","Canada"
"Q19903411","Bad Martha Brewing Company","United States"
"Q19903594","Bragdy Nant","United Kingdom"
"Q20723301","Fischer (beer)",""
"Q19942851","Kronenbrauerei Hardering","Germany"
"Q20033677","Brewery in Sobótka","Poland"
"Q20053277","Wäls Brewing Company","Brazil"
"Q20182556","Pyraser Brauerei","Germany"
"Q20475999","Brasserie La Saint-Pierre","France"
"Q20481564","Stadtbrauerei Arnstadt","Germany"
"Q20499267","Proschekovo pivo","Bulgaria"
"Q20658344","Tallgrass Brewing Company","United States"
"Q20871058","Hasseröder","Germany"
"Q20971818","Brasserie du Pélican","France"
"Q20991781","Brouwerij Carpentier","Belgium"
"Q20992296","Brouwerij De Brabandere","Belgium"
"Q21003884","Drybrough & Co","United Kingdom"
"Q21016277","Tractor Brewing Company","United States"
"Q20994791","Cervecería Aubel","Chile"
"Q21036396","Frankfurter Brauhaus","Germany"
"Q21095958","Lammbrauerei (Burgau)","Germany"
"Q21189361","Hardywood Park Craft Brewery","United States"
"Q21196573","Rocket Republic Brewing Company","United States"
"Q21281419","Brouwerij Sint-Joris","Belgium"
"Q21281422","Brouwerij Costenoble","Belgium"
"Q21281420","Brouwerij De Cop","Belgium"
"Q98212536","Uprising","United Kingdom"
"Q96374129","Burger Brewing Company",""
"Q98072640","Kirkstall Brewery","United Kingdom"
"Q96279959","Wuth’sche Brauerei","Germany"
"Q96371855","Alpha Michigan Brewing Company","United States"
"Q97665078","Arbor","United Kingdom"
"Q96409405","The Kernel Brewery","United Kingdom"
"Q97175450","Brasserie de l'Union","Belgium"
"Q97277450","Melchoir Brewery and Hotel Ruins","United States"
"Q97275006","Brussels Beer Project","Belgium"
"Q97619412","The 3 Brewers of St.Albans","United Kingdom"
"Q97621373","Ashby Brewing Company","United States"
"Q97621074","Aylesbury Brewhouse Co.","United Kingdom"
"Q97621257","Alphabet Brewing Company","United Kingdom"
"Q97621397","ABC Brewing","Norway"
"Q97631608","Alexandria Brewing Company","United States"
"Q97631822","Airline Brewing Company","United States"
"Q97632181","Arbor Brewing Company","United States"
"Q97621337","Ashton Brewing Company","Canada"
"Q97621428","Another Beer Co.","Canada"
"Q97642116","ABC Brewery","Ukraine"
"Q97642266","Athletic Brewing Co.","United States"
"Q97643789","Avon Brewing Company","United States"
"Q97661391","The Chiltern Brewery","United Kingdom"
"Q97666414","Hornes Brewery","United Kingdom"
"Q97667050","Weird Beard Brew Co.","United Kingdom"
"Q97676194","Leighton Buzzard Brewing Co.","United Kingdom"
"Q98628626","Ehemalige Brauerei","Germany"
"Q97725993","Siren Rock Brewing Company","United States"
"Q98070340","Crate","United Kingdom"
"Q98073411","Saltaire","United Kingdom"
"Q98141788","Brauerei","Germany"
"Q98142116","Brauerei","Germany"
"Q97975500","Animal Brewing Co","United Kingdom"
"Q98012696","Cervejaria Melo Abreu","Portugal"
"Q98067081","Abbeydale Brewery","United Kingdom"
"Q98070139","Almasty Brewing Co.","United Kingdom"
"Q98070202","Anarchy Brew Co.","United Kingdom"
"Q98071243","The Five Points Brewing Company","United Kingdom"
"Q98072911","Vale Brewery","United Kingdom"
"Q98072927","The Wild Beer Co","United Kingdom"
"Q98074734","Nene Valley Brewery","United Kingdom"
"Q98074829","Mad Squirrel","United Kingdom"
"Q98075011","paradigm brewery","United Kingdom"
"Q98103562","Kent Brewery","United Kingdom"
"Q98100435","part of D-1-72-116-295 in Berchtesgaden in Bavaria, Germany","Germany"
"Q98118420","Downlands Brewery","United Kingdom"
"Q98118486","Buxton Brewery","United Kingdom"
"Q98118338","Wimbledon Brewery","United Kingdom"
"Q98482094","Brauerei","Germany"
"Q98482791","Brauerei","Germany"
"Q98483929","Brauerei","Germany"
"Q98581806","Brauerei","Germany"
"Q98210858","Brew By Numbers","United Kingdom"
"Q98210939","Hobsons Brewery Co.","United Kingdom"
"Q98606539","Brauerei","Germany"
"Q98606698","Brauerei","Germany"
"Q98608439","Brauerei","Germany"
"Q98212888","Windsor & Eton","United Kingdom"
"Q98214962","Humble Sea","United States"
"Q98214265","New Bristol Brewery","United Kingdom"
"Q98214444","BAD Co.","United Kingdom"
"Q98214470","Turning Point Brew Co.","United Kingdom"
"Q98214662","Northern Monk","United Kingdom"
"Q98222607","Anspach & Hobday","United Kingdom"
"Q98222554","Hop Kettle","United Kingdom"
"Q98222646","Hillfire Brewing Co.","United Kingdom"
"Q98222617","Pope's Yard","United Kingdom"
"Q98222852","Totally Brewed Beer Co.","United Kingdom"
"Q98222944","Howling Hops","United Kingdom"
"Q98442792","Košíře Brewery","Czech Republic"
"Q98081479","Wylam Brewery","United Kingdom"
"Q98212518","Wild Weather","United Kingdom"
"Q98482494","Brauerei Dorfplatz 2 in Ebern","Germany"
"Q98482498","Brauerei Kartäuserstraße 14 b in Ochsenfurt","Germany"
"Q98482496","Brauerei Kartäuserstraße 14 a in Ochsenfurt","Germany"
"Q98587854","Brauerei Neundorf 41 in Mitwitz","Germany"
"Q98587855","Brauerei Marienweiher 30 in Marktleugast","Germany"
"Q98587852","Brauerei Oberend 1 a in Scheßlitz","Germany"
"Q98587853","Brauerei Schloß 1 in PommersfeLenn","Germany"
"Q98587858","Brauerei An der Ebrach 6 in Hirschaid","Germany"
"Q98587859","Brauerei Nähe Obere Dorfstraße in Guttenberg (Oberfranken)","Germany"
"Q98587856","Brauerei Heubsch 43; Papiermühle in Kasendorf","Germany"
"Q98587857","Brauerei Unterkotzauer Weg 11 in Hof (Saale)","Germany"
"Q98587862","Brauerei Oberkonnersreuther Straße 6 a; Oberkonnersreuther Straße 6 b; Oberkonnersreuther Straße 6 c; Oberkonnersreuther Straße 6 d; Oberkonnersreuther Straße 6 e in Bayreuth","Germany"
"Q98587860","Brauerei Klosterstraße 8 in Forchheim","Germany"
"Q98587861","Brauerei Am Hofbräuhaus 1 in Coburg","Germany"
"Q98587863","Klosterbrauerei Concordiastraße 11 in Bamberg","Germany"
"Q98620734","Castle brewery","Germany"
"Q98622643","Brauerei Hauptstraße 2 in Polsingen","Germany"
"Q98623372","Brauerei Marktplatz 7 in Eckental","Germany"
"Q98625082","Cold store of Humbser brewery, Schwabacher Straße 106 in Fürth","Germany"
"Q98626464","Brauerei Marktplatz 10 in Georgensgmünd","Germany"
"Q98627925","Brauerei Vogteiplatz 8 in Herrieden","Germany"
"Q2924070","Les Brasseurs RJ","Canada"
"Q2932900","Caffrey's Irish Ale","Ireland"
"Q2940236","Brouwerij Van Bogaert","Belgium"
"Q2946943","Cervecería Boliviana Nacional","Bolivia"
"Q4033686","Aldaris","Latvia"
"Q3388916","Brouwerij De Kroon","Netherlands"
"Q2996856","De Ryck brewery","Belgium"
"Q3002428","Creemore Springs","Canada"
"Q3021446","Brouwerij Ceuterick","Belgium"
"Q2924067","Katanga breweries","Belgian Congo"
"Q3033748","Dogfish Head Brewery","United States"
"Q3785560","Swannay Brewery","United Kingdom"
"Q3024535","Desnoes & Geddes",""
"Q3088553","United Breweries Group",""
"Q3930531","Brouwerij Dupont","Belgium"
"Q3078781","Allied Breweries","United Kingdom"
"Q3078964","Ansells Brewery","United Kingdom"
"Q3545227","Brouwerij Het Damberd","Belgium"
"Q3918486","Brouwerij De Fontein","Belgium"
"Q3095874","Hof ten Dormaal brewery","Belgium"
"Q3953867","Brouwerij De Fontein","Netherlands"
"Q3107294","Brains Brewery","United Kingdom"
"Q3640367","Pedavena","Italy"
"Q3127438","De Plukker brewery","Belgium"
"Q3904501","brasserie Sainte-Hélène","Belgium"
"Q3136982","Brouwerij Heyloo","Netherlands"
"Q3916550","Brouwerij Mena","Belgium"
"Q3931690","Třeboň Brewery","Czech Republic"
"Q3158174","Brouwerij Bayard","Belgium"
"Q3950417","Brouwerij Ganda","Belgium"
"Q3977895","Innis & Gunn","United Kingdom"
"Q3197640","Kiuchi Brewery","Japan"
"Q4034923","Bauskas alus","Latvia"
"Q4036833","Cēsu Alus","Latvia"
"Q3206604","Brewery Vissenaken","Belgium"
"Q4038728","Falcon Brewery","Sweden"
"Q4041653","Israel Beer Breweries","Israel"
"Q4026257","Brouwerij Sint-Jozef","Belgium"
"Q4034524","Athenian Brewery","Greece"
"Q3182007","John Martin","Belgium"
"Q3231161","Les Brasseurs du Nord","Canada"
"Q3233973","Brouwerij De Brabander","Belgium"
"Q3266423","Brouwerij Emelisse","Netherlands"
"Q3289564","Brouwerij Boeykens","Belgium"
"Q3475564","Brasserie Schutzenberger","France"
"Q3303595","McAuslan Brewing","Canada"
"Q3303273","Birra Malto Brewery","Albania"
"Q3335289","Spendrups","Sweden"
"Q3356414","Grans Brewery","Norway"
"Q3360013","Pabst Brewing Company","United States"
"Q3372581","John Smith's Brewery","United Kingdom"
"Q3381370","Phoenix Beverages","Mauritius"
"Q3403126","Prilep Brewery","North Macedonia"
"Q3429306","Brouwerij Van Havermaet","Belgium"
"Q3445750","De Leckere","Netherlands"
"Q3475578","Schwarze & Schlichte","Belgium"
"Q3475578","Schwarze & Schlichte","Germany"
"Q3496897","Brouwerij 't IJ","Netherlands"
"Q3501860","Primátor","Czech Republic"
"Q3492242","South East Asia Brewery","Vietnam"
"Q3508302","Svijany Brewery","Czech Republic"
"Q3529196","Tinkoff brewery","Russia"
"Q3536948","Okocim Brewery","Poland"
"Q3578620","Écomusée vosgien de la brasserie","France"
"Q3640363","Birra Italia","Italy"
"Q3655897","Carlsberg Sweden","Sweden"
"Q3663199","Van Pur","Poland"
"Q125779507","Brouwerij Hoop","Netherlands"
"Q125779517","Poesiat & Kater","Netherlands"
"Q125779532","Solaes","Netherlands"
"Q125779587","Tesselaar Familiebrouwerij Diks","Netherlands"
"Q125779661","Brouwerij Boschdal","Netherlands"
"Q125779678","Brouwerij De Smokkelaar","Netherlands"
"Q125779666","IV:UUR Bierbrouwerij","Netherlands"
"Q100234992","Reedsburg Brewery","United States"
"Q100354936","Cervecería CCU Limache","Chile"
"Q100544743","Two Ton Brewing","United States"
"Q100767897","Chili Line Brewing Company","United States"
"Q101422066","Bourgogne des Flandres brewery","Belgium"
"Q98650811","Klosterbrauerei","Germany"
"Q98644348","Bierbrauerei","Germany"
"Q98646365","Bierbrauerei","Germany"
"Q102426918","Brauerei C. Franz","Germany"
"Q102437705","Brasserie Frontenac","Canada"
"Q98630504","Brauerei","Germany"
"Q98646391","Brauerei","Germany"
"Q98650325","Brauerei","Germany"
"Q98671571","Brauerei","Germany"
"Q98671936","Brauerei","Germany"
"Q98696251","Brauerei","Germany"
"Q98696269","Brauerei","Germany"
"Q98629299","Brauerei Hauptstraße 27 in Markt Erlbach","Germany"
"Q98629768","Brauerei Marktplatz 1 in Nennslingen","Germany"
"Q98630121","Brauerei Färberstraße 39 in Nürnberg","Germany"
"Q98633337","Brauerei Kappadocia 1 in Schwabach","Germany"
"Q98633399","Brauerei Südliche Mauerstraße 11 b in Schwabach","Germany"
"Q98633480","Brauerei Am Marktplatz 7 in Schwanstetten","Germany"
"Q98634558","Brauerei Nähe Herzogenauracher Straße in Fürth","Germany"
"Q98634556","Brauerei Herzogenauracher Straße 3 in Fürth","Germany"
"Q98634898","Brauerei Bachgasse 15 in Weißenburg in Bayern","Germany"
"Q98635053","Brauerei Geslauer Straße 3 in Windelsbach","Germany"
"Q98635199","Brauerei Rote Straße 10 in Zirndorf","Germany"
"Q98635202","Brauerei Rote Straße 8 in Zirndorf","Germany"
"Q98635203","Brauerei Rote Straße 8 in Zirndorf","Germany"
"Q98635200","Brauerei Rote Straße 10 in Zirndorf","Germany"
"Q98635201","Brauerei Rote Straße 8 in Zirndorf","Germany"
"Q98635204","Brauerei Rote Straße 10 in Zirndorf","Germany"
"Q98635205","Brauerei Rote Straße 10 in Zirndorf","Germany"
"Q98644918","former brewery building","Germany"
"Q98676462","Brauerei Herrenstraße 10 in Bad Kötzting","Germany"
"Q98676405","Klosterbrauerei Klosterhof 3; Klosterhof 4 in Auerbach in der Oberpfalz","Germany"
"Q98676870","Klosterbrauerei Klosterplatz 1 in Berching","Germany"
"Q98676868","Klosterbrauerei Klosterplatz 1 in Berching","Germany"
"Q98679018","Brauerei Schloßberg 3 in Guteneck","Germany"
"Q98679343","Brauerei Lamer Straße 8 in Hohenwarth (Landkreis Cham)","Germany"
"Q98680455","Brauerei Schloßplatz 3 in Maxhütte-Haidhof","Germany"
"Q98682077","Brauerei Hof a.Regen 56 in Nittenau","Germany"
"Q98681881","Klosterbrauerei Kapuzinerstraße 5 in Neumarkt in der Oberpfalz","Germany"
"Q98682213","Brauerei Bundesstraße 13 in Parsberg","Germany"
"Q98682119","Schlossbrauerei Nürnberger Straße 13 in Nittendorf","Germany"
"Q98682586","Brauerei Ägidienplatz 2 in Regensburg","Germany"
"Q98682743","Brauerei Spitalgasse 2 in Regensburg","Germany"
"Q98683302","Klosterbrauerei Klosterhof 9 in Speinshart","Germany"
"Q98683462","Schlossbrauerei Am Schloß 3 in Sünching","Germany"
"Q98684286","Brauerei Marktplatz 5; Nähe Am Hofgarten in Winklarn (Oberpfalz)","Germany"
"Q98699045","Brauerei Kelsstraße 38 in Neustadt an der Donau","Germany"
"Q98699256","Brauerei Hopfenstraße 3 in Siegenburg","Germany"
"Q98699271","Brauerei Rottenburger Straße 27 in Wildenberg","Germany"
"Q98698951","Schlossbrauerei Hofmark 6; Landshuter Straße 9 in Neufraunhofen","Germany"
"Q98699486","Brauerei Marktplatz 4 in Pfeffenhausen","Germany"
"Q98699523","Brauerei Bahnhofstraße 11 in Pfeffenhausen","Germany"
"Q98699628","Brauerei Bahnhofstraße 11 in Pfeffenhausen","Germany"
"Q98699687","Brauerei Römerstraße 2 in Weihmichl","Germany"
"Q98699735","Schlossbrauerei Arcostraße 2 in Postau","Germany"
"Q98700124","Brauerei Marktplatz 5 in Ortenburg","Germany"
"Q98700025","Klosterbrauerei Freiherr-von-Aretin-Platz 1 in ALenrsbach","Germany"
"Q98700477","Klosterbrauerei Hauptstraße 46; Hauptstraße 48 in Rotthalmünster","Germany"
"Q98700766","Brauerei Regensburger Straße 26 in Straubing","Germany"
"Q98700829","Brauerei Schulstraße 2 in Gotteszell","Germany"
"Q98701858","Brauerei Hauptstraße 34 in Niederviehbach","Germany"
"Q98722893","Brauerei Fischerstraße 19 in Kempten (Allgäu)","Germany"
"Q98723351","Brauerei Kirchplatz 3 in Schmiechen","Germany"
"Q98723365","Brauerei Herzog-Wilhelm-Straße 28 in Steindorf (Schwaben)","Germany"
"Q98723075","Schlossbrauerei Blumenthal 1 in Aichach","Germany"
"Q98723563","Klosterbrauerei Oberschönenfeld 1 in Gessertshausen","Germany"
"Q98724233","Schlossbrauerei Am Stadtberg 21; Am Stadtberg 21b in Dillingen an der Donau","Germany"
"Q98724469","Klosterbrauerei Nähe Hauptstraße in Medlingen","Germany"
"Q98733155","Bierbrauerei Adolf-Kolping-Straße 3 in Ingolstadt","Germany"
"Q98738956","Bierbrauerei Adolf-Kolping-Straße 5 in Ingolstadt","Germany"
"Q98739915","Brauerei Landsberger Straße 31 in München","Germany"
"Q98739913","Brauerei Landsberger Straße 31 in München","Germany"
"Q98743509","Brauerei Münchener Straße 1; Münchener Straße 3 in Moosburg an der Isar","Germany"
"Q98743220","Schlossbrauerei Hofmühlstraße 10 in Eichstätt","Germany"
"Q98743221","Schlossbrauerei Hofmühlstraße 10 in Eichstätt","Germany"
"Q98743675","Klosterbrauerei Landshuter Straße 31 in Freising","Germany"
"Q98743888","Klosterbrauerei Fürstenfeld 6; Fürstenfeld 6 a; Fürstenfeld 6 b in Fürstenfeldbruck","Germany"
"Q98743866","Schlossbrauerei Weyhern 7; Weyhern 8 in Egenhofen","Germany"
"Q98744731","Brauerei Alte Bergstraße 488 in Landsberg am Lech","Germany"
"Q98744505","Schlossbrauerei Obere Hofbreiten; Schloß Igling 2; Schloß Igling 5 in Igling","Germany"
"Q98745304","Brauerei Bräuhausplatz 3 in Haag in Oberbayern","Germany"
"Q98745489","Brauerei Stadtplatz 8a in Neumarkt-Sankt Veit","Germany"
"Q98746402","Brauerei Sehensander Weg 4 in Neuburg an der Donau","Germany"
"Q98746994","Schlossbrauerei Kirchberg 1 in Jetzendorf","Germany"
"Q98751974","Brauerei St.-Oswald-Straße 4 in Traunstein","Germany"
"Q98751986","Brauerei Traunerstraße 1 in Traunstein","Germany"
"Q98751926","Schlossbrauerei Schloßhof 2 in Traunreut","Germany"
"Q98751924","Schlossbrauerei Schloßhof 7 in Traunreut","Germany"
"Q98752666","Klosterbrauerei Weilheimer Straße 1 in Polling (bei Weilheim)","Germany"
"Q125779806","Sint Servattumus","Netherlands"
"Q26865620","Antwerp Brew Company","Belgium"
"Q24034269","La Madelon","France"
"Q26958672","Brewery Plzeňský Prazdroj","Czech Republic"
"Q24190026","Lion Brewery, Townsville","Australia"
"Q27067400","Wiper and True","United Kingdom"
"Q27084576","The Plough Brewery","United Kingdom"
"Q24256254","August Schell Brewing Company","United States"
"Q27136461","Tiny Rebel","United Kingdom"
"Q21685518","Gebrüder Treitschke","Germany"
"Q24340875","Molly's fair city","Spain"
"Q21685518","Gebrüder Treitschke","German Democratic Republic"
"Q21995022","Knížecí pivovar Plasy","Czech Republic"
"Q24648520","Small Town Brewery","United States"
"Q22021774","Ashland Brewing Company","United States"
"Q22032152","South Shore Brewery","United States"
"Q22035589","Želivský klášterní pivovar","Czech Republic"
"Q24702775","Birrificio Lambrate","Italy"
"Q22073317","Hill Farmstead Brewery","United States"
"Q22101932","Kops Brewery","United Kingdom"
"Q24884760","Thieme and Wagner Brewing Company","United States"
"Q24885161","Erie Brewing Company","United States"
"Q22236240","Moa Brewing Company","New Zealand"
"Q22236270","Two Fingers Brewing Co.","United Kingdom"
"Q23018124","Revolution Brewing",""
"Q24942189","Birra Cervisia","Italy"
"Q25001349","Market Garden Brewery","United States"
"Q25001362","Platform Beer Company","United States"
"Q22343067","Bertinchamps brewery","Belgium"
"Q22342870","Bourgogne Kruis","Netherlands"
"Q27827626","Txorierri Beers","Spain"
"Q25000174","Lighthouse Brewing Company",""
"Q25006080","Ebling Brewing Company",""
"Q24942189","Birra Cervisia","Kingdom of Italy"
"Q27905702","Schlenkerla","Germany"
"Q27918397","Beer Factory Brewery","Czech Republic"
"Q25197565","Karbach Brewing Company","United States"
"Q27960587","Klosterbrauerei Weltenburg","Germany"
"Q25302580","San Miguel Brewery","Philippines"
"Q25346095","Kamm and Schellinger Brewery","United States"
"Q25346084","Muessel-Drewry Brewery","United States"
"Q28034318","Brouwerij Troost","Netherlands"
"Q22671347","Adam Scheidt Brewing Company","United States"
"Q22671687","Hochschul-Brauerei","Germany"
"Q22671685","Historische Brennerei Rönsahl","Germany"
"Q22778356","Brouwerij De Kroon","Belgium"
"Q25387921","Duvel Moortgat Brewery","Belgium"
"Q22693576","Rathaus Hann. Münden","Germany"
"Q25435180","Hunsfos Bryggeri","Norway"
"Q25495752","Pelicon Brewery","Slovenia"
"Q22956038","Brouwerij De Ridder","Belgium"
"Q22944927","Berliner-Kindl-Brauerei am Brauhausberg","Germany"
"Q22979786","Ancienne brasserie Motte-Cordonnier","France"
"Q22979795","Ancienne brasserie","France"
"Q22997015","1868 gegründete Bierbrauerei","Germany"
"Q26772520","Felsenkeller","Germany"
"Q23461308","5 Rabbit Cervecería","United States"
"Q23461351","Bosque Brewing Company","United States"
"Q23461925","Saint Archer Brewing","United States"
"Q23461709","Lion Brewery, London","United Kingdom"
"Q26257838","Brasserie Gengoulf","Belgium"
