id,name,country
"Q2258318","Schäffler Bräu","Germany"
"Q48967101","Mother Earth Brewing Company","United States"
"Q48976540","Minhas Craft Brewery","United States"
"Q41291052","Brauerei","Germany"
"Q41301207","Brauerei","Germany"
"Q41321542","Brauerei","Germany"
"Q41322256","Brauerei","Germany"
"Q41323000","Brauerei","Germany"
"Q41323546","Brauerei","Germany"
"Q41351988","Brauerei","Germany"
"Q41352057","Brauerei","Germany"
"Q41352480","Brauerei","Germany"
"Q41365650","Brauerei","Germany"
"Q52376920","Pivovar Falkenštejn","Czech Republic"
"Q38655186","Kaltenecker Brewery","Slovakia"
"Q42417494","former brewery Van Dooren","Belgium"
"Q49413694","Untere Dorfstraße 34","Germany"
"Q49444657","Löwenbrauerei Dahlen","Germany"
"Q49444971","Krostitzer Brauerei","Germany"
"Q41377907","Löwenbrauerei","Germany"
"Q46123560","Klub Starý pivovar","Czech Republic"
"Q49546398","Vovkovyi Brewery","Ukraine"
"Q42632144","Zipf-Bräu","Germany"
"Q39049393","Abner-Drury Brewery","United States"
"Q39049334","Metropolitan Lager Bier Brewery","United States"
"Q39053843","XT Brewing Co.","United Kingdom"
"Q39058224","Big Wood Brewery","United States"
"Q39087127","National Capital Brewing Company","United States"
"Q42773329","Bergquell-Brauerei Löbau","Germany"
"Q49961254","Brouwerij R. Van Roy & Cie NV","Belgium"
"Q49968731","Brouwerij Naus Oudenaarde","Belgium"
"Q43146509","Orval Brewery","Belgium"
"Q43379472","Hot Springs Hotel and Brewery","United States"
"Q37884122","Altes Brauhaus","Austria"
"Q41366408","Brewery","Germany"
"Q47188494","Oude Brouwerij van Viersel","Belgium"
"Q37347386","Svalbard Bryggeri","Norway"
"Q54339464","Sternburg brewery","Germany"
"Q54180670","Pivovar Prior","Czech Republic"
"Q39049398","Schnell Brewery",""
"Q39087128","Wales Brewery",""
"Q41377905","Brauerei Hauptstraße 219","Germany"
"Q47472595","Small Beer Brew Co.","United Kingdom"
"Q50827943","Garage Project","New Zealand"
"Q54380026","Brauerei Neunspringe Worbis","Germany"
"Q48977218","Funky Buddha Brewery",""
"Q51069194","Jim and Dad's Brewing Company","Taiwan"
"Q54958146","Jackie O's Pub & Brewery",""
"Q54826172","Schlossbrauerei Maxlrain","Germany"
"Q54967316","Pivovar Clock","Czech Republic"
"Q35200069","Brouwerij Mommeriete","Netherlands"
"Q51444951","Avondale Brewing Company","United States"
"Q41245933","Brauerei Herzog-Ludwig-Straße 5, Herzog-Ludwig-Straße 1 in Markt Schwaben","Germany"
"Q55075617","Schorschbräu","Germany"
"Q41352020","Bierbrauerei","Germany"
"Q41371661","Kellergasse 1+3","Germany"
"Q45023445","Lindheim Ølkompani","Norway"
"Q41389497","Former brewery Polster","Germany"
"Q41391214","Ehemaliges Brauerei- und Metzgeranwesen in Lauf an der Pegnitz","Germany"
"Q44008173","Molson Brewery","Canada"
"Q41494904","Sugar Loaf Brewery","United States"
"Q41535562","Sarah Hughes Brewery","United Kingdom"
"Q55372351","Brewery Bavaria","Netherlands"
"Q51883310","Cervecería y Maltería Quilmes","Argentina"
"Q38027599","Bayrhamerplatz 10, Hallein","Austria"
"Q41664980","Brauerei Wülfel","Germany"
"Q41535562","Sarah Hughes Brewery","United Kingdom of Great Britain and Ireland"
"Q48739985","Aarschotse Stadsbrouwerij","Belgium"
"Q38101018","Dietrichsbach Wachtelhütte","Austria"
"Q48770758","Cool Beer Brewing Company","Canada"
"Q41759163","Resch's Ltd","Australia"
"Q48790891","Collective Arts Brewing","Canada"
"Q48808361","Hindmarsh Brewery","Australia"
"Q48816560","Pirie Street Brewery","Australia"
"Q52060253","Altenauer Brauerei","Germany"
"Q55605114","Beavertown Brewery","United Kingdom"
"Q55605458","Billson's Brewery","Australia"
"Q38266973","Tagohinke Brewery Products","Japan"
"Q55606946","Champion breweries","Nigeria"
"Q29468890","Great South Bay Brewery","United States"
"Q32662271","Groterjan-Brauerei","Germany"
"Q31187693","Bomonti Brewing Company","Turkey"
"Q29870161","Cotswold Brewing Co.","United Kingdom"
"Q33046790","Heineken Česká republika","Czech Republic"
"Q33076534","Kobushi-hana Beer","Japan"
"Q33076659","Outsider Brewing","Japan"
"Q33100210","de Bottelarij","Belgium"
"Q33100215","L'Impérial, Ilot Bosch","Belgium"
"Q30752608","Brasserie Boswell","Canada"
"Q30016622","Rügener Insel Brauerei","Germany"
"Q30091648","Ludwik Anstadt brewery","Poland"
"Q30593204","John Hair and Son","United Kingdom"
"Q30625437","Ore Dock Brewing Company","United States"
"Q30626218","Brew Detroit","United States"
"Q30627541","Brewery in Słupsk","Poland"
"Q30635669","Gasthof Herold","Germany"
"Q28403571","Tudor Brewery",""
"Q30686754","Fremlin's Brewery","United Kingdom"
"Q30693977","Asheville Brewing Company","United States"
"Q29641830","Kinkaider Brewing Company",""
"Q30239145","Bronckhorster Brewing Company",""
"Q30594608","Trillium Brewing Company",""
"Q30694578","Peabody Heights Brewery",""
"Q30854229","Schrems brewery","Austria"
"Q30854273","Poschacher brewery","Austria"
"Q30922864","Kure Beer","Japan"
"Q30922912","Loco Beer","Japan"
"Q30923723","Kinshachi Beer","Japan"
"Q30932951","Johana Beer","Japan"
"Q28229285","Southern Tier Brewing Company","United States"
"Q31080293","SanTan Brewing Company","United States"
"Q31091303","HopTop Brewery","Hungary"
"Q28373722","Neshaminy Creek Brewing Company","United States"
"Q28401783","Breckenridge Brewery","United States"
"Q31202495","Daisen G Beer","Japan"
"Q31202493","Hideji Beer","Japan"
"Q31202491","Inawashiro Beer","Japan"
"Q31202498","Mugi Zakkoku Kobo Micro Brewery","Japan"
"Q31202717","Chroa","Japan"
"Q31202474","T.Y.HARBOR  Brewery","Japan"
"Q31202468","Ushi Tora Brewery","Japan"
"Q31202744","Doppo Beer","Japan"
"Q31202720","Helios Brewery","Japan"
"Q31202724","Kisoji Beer","Japan"
"Q31202726","Naruko no kaze","Japan"
"Q31202752","Ogose Brewery","Japan"
"Q31202710","Tainaikogen Beer","Japan"
"Q31202731","Tokorozawa Beer","Japan"
"Q31202728","Yakurai Beer","Japan"
"Q31202738","Yamaguchi Beer","Japan"
"Q31202786","Tono Beer Zumona","Japan"
"Q31203501","Michinoku Fukushima Beer","Japan"
"Q31203682","DevilCraft Tokyo Brewery","Japan"
"Q31203580","OH!LA!HO Beer","Japan"
"Q31203828","Tazawako Beer","Japan"
"Q31204072","Romantic Village Craft Brewery","Japan"
"Q31204003","Utsunomiya Brewery","Japan"
"Q31208378","Ise Kadoya Brewery","Japan"
"Q31208444","Kuninocho Beer","Japan"
"Q31208491","Iwate Kura Beer","Japan"
"Q31209308","Matsue Beer Hearn","Japan"
"Q31224781","Minamishinsyu Beer","Japan"
"Q31225308","Shiga Kogen Beer","Japan"
"Q31225884","North Island Beer","Japan"
"Q31226511","Hikawa Brewery","Japan"
"Q31227736","Kyoto Brewing","Japan"
"Q31228366","Kizakura Kyoto Beer","Japan"
"Q31229222","Y.MARKET BREWING","Japan"
"Q31230110","Kirishima Beer","Japan"
"Q28448206","Latitude 42 Brewing Company","United States"
"Q31238355","Swan Lake Beer","Japan"
"Q31238828","Shiroyama Brewery","Japan"
"Q31239370","Virgo Beer","Japan"
"Q31240778","10ants Brewing","Japan"
"Q28455369","OpenRoad Brewery","United States"
"Q28456572","De Garde Brewing","United States"
"Q31279090","Sennan Craft Beer","Japan"
"Q31284353","Chateau Kamiya Ushiku Brewery","Japan"
"Q31285023","Aqula Beer","Japan"
"Q28565226","Brouwerij Verkest","Belgium"
"Q28748097","Hasen-Bräu","Germany"
"Q28949044","Loď Pivovar","Czech Republic"
"Q28961328","Hamer's Brewery, Turton","United Kingdom"
"Q28971927","Parallel 49 Brewing Company","Canada"
"Q28748097","Hasen-Bräu","German Reich"
"Q29168971","Nashe pivo","Russia"
"Q16736198","The Rare Barrel","United States"
"Q16965815","Calvert & Co","Kingdom of Great Britain"
"Q16764792","Brasserie Simon","Luxembourg"
"Q16774456","Ballsaal Lindengarten","Germany"
"Q16825386","Argus Brewery","United States"
"Q16835850","Downton Brewery","United Kingdom"
"Q16837434","Fort George Brewery","United States"
"Q16830904","Colbitzer Heide-Brauerei","Germany"
"Q16840095","Gilgamesh Brewing","United States"
"Q16842402","Hendon Brewery","United Kingdom"
"Q16896508","Peacock Brewery","United States"
"Q16900405","Springfield Brewing Company","United States"
"Q16901963","Triaca Company","United States"
"Q16899043","Queensland Brewery Ltd","Australia"
"Q16916607","Stadtbrauerei Spalt","Germany"
"Q16929854","Fredrikstad Bryggeri","Norway"
"Q16932183","South Australian Brewing Company","Australia"
"Q16950760","Bayou Teche Brewery","United States"
"Q16951719","Sun King Brewing","United States"
"Q16956070","Castle Eden Brewery","United Kingdom"
"Q16958094","Ninkasi Brewing Company","United States"
"Q16985637","Titanic Brewery","United Kingdom"
"Q16978099","Macardle Moore Brewery","Ireland"
"Q16979285","Klondike brewery","Canada"
"Q16991890","Dock Street Brewing Company","United States"
"Q16993681","Fort Collins Brewery","United States"
"Q16993688","Fort Pitt Brewing Company","United States"
"Q16993006","Goachers Brewery","United Kingdom"
"Q16994489","Greenbush Brewing Company","United States"
"Q16982569","Great Lakes Brewery","Canada"
"Q16994302","Horse Shoe Brewery","United Kingdom"
"Q16994360","Houston Brewing Company","United Kingdom"
"Q16995444","Hilliard's Beer","United States"
"Q15855826","Zum Engel","Germany"
"Q15917436","Fóti Craft Brewery",""
"Q16069319","Baltika-Baku",""
"Q16985221","Brewers of Burton",""
"Q15792923","Maierbräu","Germany"
"Q15793219","Bürgerliches Brauhaus Saalfeld","Germany"
"Q15809498","Pivovar Ferdinand","Czech Republic"
"Q15841013","Privatbrauerei Friedrich Haaß","Germany"
"Q15855822","Zukunft am Ostkreuz","Germany"
"Q15873507","Brasserie Inter-Pol","Belgium"
"Q15873508","Brasserie Jean Tout Seul","Belgium"
"Q15873555","Brouwerij Van den Bussche","Belgium"
"Q15873556","Brewery Wielemans-Ceuppens","Belgium"
"Q15873553","Van Goethem","Belgium"
"Q15880777","Pivovar Ostravar","Czech Republic"
"Q15966937","York Brewery","United Kingdom"
"Q15991801","Brouwerij Marckensteijn","Netherlands"
"Q16010125","Affligem Brewery","Belgium"
"Q16071049","Brasserie des Alliés","Belgium"
"Q16129494","Shapiro beer","Israel"
"Q16251664","Great Raft Brewing","United States"
"Q16247031","Cameron's Brewing Company","Canada"
"Q16323379","De 5 Gaarde","Denmark"
"Q16323699","H.I. Bies Bryggeri","Denmark"
"Q16323887","Kongens Bryghus","Denmark"
"Q16350366","Agrofirma Tērvete","Latvia"
"Q16329060","Mamos Beer","Greece"
"Q16445927","Biržų Alus","Lithuania"
"Q16965815","Calvert & Co","United Kingdom of Great Britain and Ireland"
"Q16481513","Yerevan Brewery","Armenia"
"Q16507245","Brasserie des Géants","Belgium"
"Q16533948","Brasserie La Rouget de Lisle","France"
"Q16533931","Dawes Brewery","Canada"
"Q16533934","Ekers Brewery","Canada"
"Q16533739","Browar w Nowej Rudzie","Poland"
"Q16629552","Docteur Gab's","Switzerland"
"Q55637339","Walkerville Brewery","Australia"
"Q55738317","Holsten-Brauerei Kiel","Germany"
"Q55756515","Schultheiss-Brauerei","Germany"
"Q55840593","Brasserie du Lizon","France"
"Q56012563","Waldschlösschen brewery","Latvia"
"Q65718538","Wildbräu Grafing v. München","Germany"
"Q59660455","Říčanský pivovar","Czech Republic"
"Q61578062","Brauhof Wiener Neustadt","Austria–Hungary"
"Q62890060","Wolferstetter Brauerei","Germany"
"Q56279919","Santorini Brewing Company","Greece"
"Q63102380","Brauerei Zur Eiche (Kiel)","Germany"
"Q63118322","Harbour Brewing Company","United Kingdom"
"Q63118387","Keltek Brewery","United Kingdom"
"Q63115118","Brauerei Schladming","Austria"
"Q60044674","Alvarado Street Brewery","United States"
"Q63147807","Wellington Street Brewery","Canada"
"Q66193233","Pürner Brewery","Germany"
"Q63226381","Graf Arco Brauerei","Germany"
"Q63283971","Schultheiß-Patzenhofer-Brauerei","Germany"
"Q56747448","Yorkshire Brewery building","Australia"
"Q56752734","Victoria Brewery building","Australia"
"Q63350778","Den Grooten en Den Cleynen Cruywaeghen (Leuven)","Belgium"
"Q56753484","Braumanufaktur Potsdam","Germany"
"Q60333658","pFriem Family Brewers","United States"
"Q56787632","Klosterbrauerei Reutberg","Germany"
"Q56839720","Globe","United Kingdom"
"Q60433787","6 Pack Beer","Israel"
"Q63484685","Burnside Brewing Company","United States"
"Q60740072","Carton Brewing","United States"
"Q66761536","Brauerei C. W. Naumann","Germany"
"Q60746559","Rhinegeist","United States"
"Q60746802","Iron Hill Brewery & Restaurant","United States"
"Q60760156","Paterson Consolidated Brewing Company","United States"
"Q60762491","SingleCut Beersmiths","United States"
"Q60770548","Tree House Brewing Company","United States"
"Q60775028","Kane Brewing","United States"
"Q60776324","PFriem Family Brewers","United States"
"Q66825494","Podklášterní Pivovar Trebíč","Czech Republic"
"Q60785228","Washington Brewery Company","United States"
"Q60792365","A. Gettelman Brewing Company","United States"
"Q60791658","Pirate Life Brewing","Australia"
"Q60776414","White Rhino","India"
"Q60849584","Brewery-mill of the Floreffe Abbey","Belgium"
"Q56273180","Anheuser-Busch Brewery","United States"
"Q64025756","Kips Bay Brewing Company","United States"
"Q67167849","Cervejaria Paulista","Brazil"
"Q61126718","Golan Brewery","Israel"
"Q60741039","Slow Boat Brewery","People's Republic of China"
"Q61453595","Schultheiss-Brewery","Germany"
"Q61501534","Cuauhtemoc Brewery","Mexico"
"Q60775029","River Horse Brewery",""
"Q61578062","Brauhof Wiener Neustadt","Austria"
"Q61636990","Grihète","France"
"Q58280022","Pivovar Rohozec","Czech Republic"
"Q65056433","Peticolas Brewing Company",""
"Q65076151","Independent Milwaukee Brewery",""
"Q65090617","Nashville Brewing Company",""
"Q61659675","Overtime Brewing Company","United States"
"Q64739319","Privatbrauerei H. Egerer","Germany"
"Q61698778","Uiltje Brewing Company","Netherlands"
"Q58582683","Hirsch-Brauerei Honer","Germany"
"Q65045143","Barrel Theory Beer Company","United States"
"Q66123694","La Voie Maltée","Canada"
"Q65075328","Calicraft","United States"
"Q65076220","Belching Beaver","United States"
"Q65076321","Cream City Brewing Company","United States"
"Q65093792","Santa Maria Brewing Co.","United States"
"Q65118948","Curious Brewing","United Kingdom"
"Q65121069","To Øl","Denmark"
"Q55615862","KettleHouse Brewing Company","United States"
"Q55615830","Kent Town Brewery","Australia"
"Q55623793","Morphett Street Brewery","Australia"
"Q55627422","Old Goulburn Brewery","Australia"
"Q55612766","Golden Guinea Breweries","Nigeria"
"Q55634014","Steward & Patteson","United Kingdom"
"Q55637150","Virginia Brewery","United States"
"Q2314890","Brasserie des Fagnes","Belgium"
"Q2318550","St. Georgen-Bräu","Germany"
"Q2319266","Guinness Brewery","Ireland"
"Q2319855","Brouwerij De Wever","Belgium"
"Q2327521","Brasserie Saint-Monon","Belgium"
"Q2334658","brewery of Bellevaux","Belgium"
"Q2343736","Bierbrouwerij ""Keizer Barbarossa""","Netherlands"
"Q2345928","Sternquell Brauerei Plauen","Germany"
"Q2346140","Phoenix Bierbrouwerij","Netherlands"
"Q2348768","'t Hofbrouwerijke","Belgium"
"Q2348733","Stiftsbrauerei Schlägl","Austria"
"Q2350495","Smisje Brewery","Belgium"
"Q2357033","Brouwerij Sterkens","Belgium"
"Q2359534","Stuttgarter Hofbräu","Germany"
"Q2360702","Störtebeker Braumanufaktur","Germany"
"Q2363268","Sudhaus der Kindl-Brauerei","Germany"
"Q2369075","Rodenbach Brewery","Belgium"
"Q2394676","Odenveltlaan 2, Vleuten","Netherlands"
"Q2398339","Fantôme Brewery","Belgium"
"Q2421215","Dupont brewery","Belgium"
"Q2424921","Brasserie de Silly","Belgium"
"Q2426375","Coopers Brewery","Australia"
"Q2435429","house Paveestraße 12","Belgium"
"Q2441655","Brouwerij Crombé","Belgium"
"Q2448461","Laško Brewery","Slovenia"
"Q2450916","Trebjesa brewery","Montenegro"
"Q2449451","Brewery Schelde","Belgium"
"Q2449451","Brewery Schelde","Netherlands"
"Q2450757","Val-Dieu","Belgium"
"Q2457956","De Hemel city brewery","Netherlands"
"Q2459061","Tucher Brewery","Germany"
"Q2469010","Cinema De Keizer","Belgium"
"Q2470761","Brouwerij Slaghmuylder","Belgium"
"Q2473159","Het Anker Brewery","Belgium"
"Q2473404","Brouwerij Dilewyns","Belgium"
"Q2473656","Uerige","Germany"
"Q2476595","Brouwerij Zeeberg","Belgium"
"Q2479885","Brouwerij De Krans","Netherlands"
"Q2496042","Brouwerij Den Hopperd","Belgium"
"Q2502659","Ustersbacher","Germany"
"Q2497996","St. Bernardus Brewery","Belgium"
"Q2509884","Van Steenberghe brewery","Belgium"
"Q2515161","Vereinsbrauerei Apolda","Germany"
"Q2517622","Bierbrouwerij National","Netherlands"
"Q2519758","Huize Karelstein","Netherlands"
"Q2515161","Vereinsbrauerei Apolda","German Democratic Republic"
"Q2523485","Brouwerij Artois","Belgium"
"Q2524474","Viktoria-Quartier","Germany"
"Q2520981","Liechtensteiner Brauhaus","Liechtenstein"
"Q2464855","De Leeuw","Netherlands"
"Q2459061","Tucher Brewery","German Reich"
"Q2534191","Vormann Brauerei","Germany"
"Q2538673","Alfa Brewery","Netherlands"
"Q2540801","Waitzinger Bräu","Germany"
"Q2541853","Waldschlößchen brewery","Germany"
"Q2542026","Waldwirtschaft Großhesselohe","Germany"
"Q2546411","Brouwerij Krüger","Belgium"
"Q2546715","Brewery La Frasnoise","Belgium"
"Q2549978","Martinas brewery","Belgium"
"Q2332857","Starkenberger","Austria"
"Q2320696","Brouwerij De Brabandere","Belgium"
"Q2343962","Haacht","Belgium"
"Q2260033","Brauerei Schützengarten","Switzerland"
"Q2259011","Brasserie à vapeur","Belgium"
"Q2259081","Birra Raffo","Italy"
"Q2258867","Schönbuch Braumanufaktur","Germany"
"Q2259010","Schöneberger Schlossbrauerei","Germany"
"Q2268609","Kerkom brewery","Belgium"
"Q2275399","Vestekerk","Netherlands"
"Q2289193","Sierra Nevada Brewing Company","United States"
"Q2291152","Brewery Verhaeghe","Belgium"
"Q2301868","Sonnenbräu","Switzerland"
"Q2308687","Speight's","New Zealand"
"Q123330857","Rutchenkovo brewery plant",""
"Q122497090","Palacio Sudamerica","Uruguay"
"Q119150204","Libeň Brewery","Czech Republic"
"Q122731923","Milkhouse Brewery at Stillpoint Farm","United States"
"Q119267509","Former brewery in Kbely","Czech Republic"
"Q119267391","Vysočany Brewery","Czech Republic"
"Q119267860","Pragovar Brewery","Czech Republic"
"Q119353274","Brewery in Petrovice (Prague)","Czech Republic"
"Q122835786","Haggenmacher Beer Factories Co., Budafok","Hungary"
"Q122840198","Dreher Breweries - former Haggenmacher Brewery site","Hungary"
"Q119397323","Castle brewery in Dolní Počernice","Czech Republic"
"Q122880128","Brasserie-malterie_Campion_d'Arleux","France"
"Q122878791","Franciscan Well","Ireland"
"Q122860534","Sierra Andina","Peru"
"Q122965162","Bristol Brewery Georges' & Co. Ltd.","United Kingdom"
"Q119518021","Uhříněves Brewery","Czech Republic"
"Q122970477","Stadsbrouwerij","Netherlands"
"Q122980487","Cheeky Monkey Brewing Company, Wilyabrup","Australia"
"Q123007573","Lion Brewery, Khyber Pass Road","New Zealand"
"Q124528577","Bach'sche Brauerei","Germany"
"Q123133196","Brasserie C","Belgium"
"Q123196860","Adambräu","Austria"
"Q123410197","Aistear Brewery","United States"
"Q123478555","New Belgium Brewing Company","United States"
"Q123469240","Brouwerij Kees","Netherlands"
"Q120267386","Fjordfolk Mikrobryggeri","Norway"
"Q123684013","Crooked Goat Brewing","United States"
"Q123734638","BRŁO","Germany"
"Q123759630","vandeStreek","Netherlands"
"Q123812083","Brewery  Riebeck","Germany"
"Q123965471","Two Chefs Brewing","Netherlands"
"Q124252069","Lowlander","Netherlands"
"Q120801063","KOLK Brewery","Estonia"
"Q120871109","Pivovar Zichovec","Czech Republic"
"Q124295611","Tall Guy Brewing","United States"
"Q124310159","Stadsbrouwerij Maastricht","Netherlands"
"Q124361334","manor brewery in Kunštát","Czech Republic"
"Q124477666","Brasserie de la Tour","Belgium"
"Q124477851","Brouwerij Van den Moortel","Belgium"
"Q124489527","Eaton Socon Brewery","United Kingdom"
"Q121255220","Richter's brewery","Czech Republic"
"Q121255420","Vršovický pivovar","Czech Republic"
"Q124513920","Bierbrouwerij De Magistraat","Netherlands"
"Q124570849","Capital Brewing Company","Australia"
"Q123737039","Wild Card",""
"Q129443437","Spitzenbier","Austria"
"Q127687141","Kelchner Brewery",""
"Q132198029","Gibbs Mew Limited",""
"Q130276069","De Koningshoeven Brewery","Netherlands"
"Q126456367","Pivovar Velké Březno","Czech Republic"
"Q129683209","Nordstadt braut","Germany"
"Q130383024","Three Weavers Brewing Company","United States"
"Q126520355","Brauerei Raschhofer","Austria"
"Q126891184","Dog Rose Brewing Company","United States"
"Q126898478","A1A Ale Works","United States"
"Q126915701","Malmö Brewing Co","Sweden"
"Q126894696","Litra Brewery","Russia"
"Q126520355","Brauerei Raschhofer","Austrian Empire"
"Q127161625","Hand & Malt","South Korea"
"Q131851264","Kuro aparatūra","Lithuania"
"Q131220296","Brasserie de Chanaz","France"
"Q131278111","Nigeria Breweries Plc, Makera Road, Kaduna","Nigeria"
"Q131287312","Nigerian Breweries Kudenda","Nigeria"
"Q126520355","Brauerei Raschhofer","Cisleithania"
"Q127690175","Moor Beer Company","United Kingdom"
"Q126520355","Brauerei Raschhofer","Archduchy of Austria"
"Q127843539","Neckarmüller","Germany"
"Q131674984","Scobel Brewery in Gliwice","Poland"
"Q131717297","Newbarns Brewery","United Kingdom"
"Q131727719","Pretty Decent Beer Co","United Kingdom"
"Q131746556","Roessle Brewery","United States"
"Q131747262","Post & Beam Brewing","United States"
"Q128016668","Deli Brouwerij","Netherlands"
"Q131781723","Fellabrunner Bierbrauerei","Austria"
"Q131781816","7 Stern Bräu","Austria"
"Q131825021","Kauno alus","Lithuania"
"Q131843858","A.J. Houghton & Co. “Vienna” Brewery","United States"
"Q131843940","Burkhardt Brewery","United States"
"Q131843996","Continental Brewery","United States"
"Q131844153","American Brewing Company (Boston)","United States"
"Q131845145","Boston Beer Company (1828)","United States"
"Q131842811","Vilkmergės alus","Lithuania"
"Q131850215","Panevėžio alus","Lithuania"
"Q131850338","Širvenos Bravoras","Lithuania"
"Q131850881","Vilniaus alus","Lithuania"
"Q131851158","Sakiškės Brewery","Lithuania"
"Q131851353","Genys Brewing","Lithuania"
"Q131851412","Bear and Boar","Lithuania"
"Q131851538","Green Monster Brewery","Lithuania"
"Q131851706","Basker Brewing Co.","Lithuania"
"Q131918436","Davra brewery","Lithuania"
"Q131918640","Pilialaukis","Lithuania"
"Q131918696","Su puta","Lithuania"
"Q131918839","Vasaknos Manor beer","Lithuania"
"Q131916011","Bierol","Austria"
"Q128810105","Vereinsbrauerei Höhscheid","Germany"
"Q132522950","brewery in Siemianowice Śląskie","Poland"
"Q129266319","Poděbrady Brewery","Czech Republic"
"Q129092279","Brauerei Beckmann","Germany"
"Q19298958","Rathaus","Germany"
"Q16996807","Indeed Brewing Company","United States"
"Q16995811","Lacons Brewery","United Kingdom"
"Q17002248","Bent Paddle Brewing Company","United States"
"Q17020785","Sedgwicks Brewery","United Kingdom"
"Q17028603","Swamp Head Brewery","United States"
"Q17031159","Schmidt Brewery","United States"
"Q17041119","Old Town Pizza","United States"
"Q17038527","Steamworks Brewing Company","Canada"
"Q17053398","Privatbrauerei Hofmühl","Germany"
"Q17065812","Wieland Brewery Building","United States"
"Q17090693","New Holland Brewing Company","United States"
"Q17108286","The Bruery","United States"
"Q17108368","Pete's Brewing Company","United States"
"Q17101869","Janssen and Bechly Brewery","Germany"
"Q17118795","New Glarus Brewing Company","United States"
"Q17110188","Mt. Begbie Brewing Company","Canada"
"Q17190954","Pripps","Sweden"
"Q17014922","Bahamian Brewery and Beverage Co","The Bahamas"
"Q17622300","Sarrebourg",""
"Q17310588","Brauerei Treiber","Germany"
"Q17310589","Brauerei Ganß","Germany"
"Q17325739","Post Brauerei Weiler und Siebers-Quelle Anton Zinth","Germany"
"Q17381319","Brouwerij Bourgogne","Belgium"
"Q17400190","Familienbrauerei Bauhöfer","Germany"
"Q17416431","Vratislavice brewery","Czech Republic"
"Q17460473","Bierbrouwerij Van Waes Boodts","Netherlands"
"Q17479551","Brewery in Bojanowo","Poland"
"Q17491286","Auburn Alehouse","United States"
"Q17492953","Heineken's Bierbrouwerij Maatschappij","Netherlands"
"Q17514910","Dunedin Brewery","United States"
"Q17505463","Brauerei-Gasthof Bucher (Gundelfingen an der Donau)","Germany"
"Q17573617","Pivovar Opava","Czech Republic"
"Q18011749","Brouwerij Sint-Arnoldus","Belgium"
"Q17626370","Mostecký Kahan minibrewery","Czech Republic"
"Q17743171","The Brewhouse At Fferm Farmhouse","United Kingdom"
"Q17748178","Schlossbrauerei Sandersdorf","Germany"
"Q17762775","Costa Rica's Craft Brewing Company","Costa Rica"
"Q18011750","Brouwerij Bekaert","Belgium"
"Q18011754","Brouwerij Christiaen","Belgium"
"Q18011752","Brouwerij Belle Vue","Belgium"
"Q18011756","Brouwerij het Anker","Belgium"
"Q18011757","Brouwerij Sint-Jozef","Belgium"
"Q18020771","Brasserie de l'Espérance","France"
"Q18027733","Schlossbrauerei Naabeck","Germany"
"Q18027014","Privatbrauerei Fritz Egger","Austria"
"Q18042804","Pivovárek Morava","Czech Republic"
"Q18042849","Skřečoňský žabák","Czech Republic"
"Q18562338","Lion Brewery","United Kingdom"
"Q18151793","No-Li Brewhouse","United States"
"Q18161367","Matthew Brown brewery","United Kingdom"
"Q18162424","Twickenham Fine Ales","United Kingdom"
"Q18163127","Westerham Brewery","United Kingdom"
"Q18167116","Invercargill Brewery","New Zealand"
"Q18349369","Hibernia Brewing","United States"
"Q17300141","Wispe","Netherlands"
"Q18042636","Gambrinus","Czech Republic"
"Q18548890","United Romanian Breweries Bereprod","Romania"
"Q18589448","Paderborner Brauerei","Germany"
"Q18636480","2 Towns Ciderhouse","United States"
"Q18661259","Restaurant Perho","Finland"
"Q18712245","Fremont Brewing","United States"
"Q2905391","Carling Black Label","Canada"
"Q2918775","Roman brewery","Belgium"
"Q2923371","Bracongo","Democratic Republic of the Congo"
"Q2923625","Bralima Brewery","Democratic Republic of the Congo"
"Q2924060","Brasserie des Franches-Montagnes","Switzerland"
"Q2924067","Katanga breweries","Democratic Republic of the Congo"
"Q2923989","Brewery Au Baron","France"
"Q2923994","brewery Coreff","France"
"Q2924004","Brasserie Grain d'orge","France"
"Q2924012","Brasserie La Choulette","France"
"Q2924013","Brasserie Laden-Wallez","France"
"Q2924018","Brasserie Melusine","France"
"Q2924023","Brasserie Saint-Germain","France"
"Q2924020","Brasserie Lancelot","France"
"Q2924032","brasserie Tri Martolod","France"
"Q2924043","Brasserie Goudale","France"
"Q2924047","Brasserie de Saint-Sylvestre","France"
"Q2924044","Brasserie de Saint-Omer","France"
"Q2924051","Brasserie de la Brière","France"
"Q2924049","Brasserie de Tahiti","France"
"Q2924064","Brasserie du Mont-Blanc","France"
"Q2923998","L'Excelsior","France"
"Q2924005","Heineken breweries in France","France"
"Q2924000","Dow Breweries","Canada"
"Q2924024","Brasserie Nationale d'Haiti","Haiti"
"Q2773628","La Belle Alliance","Netherlands"
"Q2905039","Beers of Alsace",""
"Q2744801","Het Achterom","Netherlands"
"Q2557475","Weldebräu","Germany"
"Q2564899","De Bie Brewery","Belgium"
"Q2565050","Westerwald-Brauerei","Germany"
"Q2565108","Westfalen Culinarium","Germany"
"Q2567692","Wicküler-Brauerei","Germany"
"Q2572560","Brouwerij Het Nest","Belgium"
"Q2599465","Brouwerij Het Alternatief","Belgium"
"Q2620189","Brewery De Dochter van de Korenaar","Belgium"
